CV,V1_x,V1_y,V1_z,V2_x,V2_y,V2_z,V3_x,V3_y,V3_z,V4_x,V4_y,V4_z,V5_x,V5_y,V5_z,V6_x,V6_y,V6_z,RA_x,RA_y,RA_z,LA_x,LA_y,LA_z,RL_x,RL_y,RL_z,LL_x,LL_y,LL_z,Z_lv_sf,Z_lv_pf,Z_lv_af,Z_rv_sf,Z_rv_mod,PHI_lv_sf,PHI_lv_pf,PHI_lv_af,PHI_rv_sf,PHI_rv_mod,t_lv_sf,t_lv_pf,t_lv_af,t_rv_sf,t_rv_mod,PHO_SE,Zmin_SE,Zmax_SE,CVratio_toSE,QRSd,LAT
0.8169074463929109,76735.3406133309,-106433.283700625,68740.95510207678,89072.50675521014,-114049.65542404843,113185.08869934261,150272.08976356397,-123438.30176007375,5814.546557365793,184380.6016767841,-110675.99935713675,43912.750542408976,186961.91644195432,-66318.00387403904,-34998.03579391252,231216.4636099502,114025.02394821327,-23947.84048676897,-87329.47789678324,-141281.81369778022,192096.37830461824,187054.5539215671,48009.32489020422,157247.9911228705,-120401.9588693693,-128914.63252769431,-144668.35991023004,172030.70743216848,34818.27882013774,-180830.32460639288,0.4733602109496289,0.7007842680598642,0.7943661227028221,0.6080888471328614,0.15731206046852042,-0.2839517085678721,-0.20905466482947999,2.7153551263657802,1.5651247008796492,-0.013300822095354214,25.853048126657253,18.811677205064388,3.854302901081143,6.827019592028415,25.214177979706832,0.22454654018123682,0.031912219324333004,0.7704993517993817,4.620058765944794,66.0,88.5699
0.8474713851558229,73887.85095272693,-174120.80589198045,124127.01171478172,90245.98059519293,-136279.5499893088,21256.781860602536,123815.68137191792,-52615.16844925156,81373.61130918346,143165.81890003404,-82558.81980066771,433.8063630754914,148751.99467086754,-56548.3561900764,-18144.22670790315,210658.66306366667,130570.54759530908,34870.97940727153,-136209.3579663795,-55487.550634161,251873.41381634766,173777.90585816192,98730.72371407266,110794.35549979711,-170666.86781555595,-83899.19378867463,-74803.35012400187,126211.69085217739,-31832.399559168844,-132014.65209033285,0.37148386178110654,0.4675149319056995,0.6997244725271976,0.5506374107292805,0.5803600703309143,-0.9456506621745713,-0.8091556405332725,2.3998157477279474,1.7410162252720587,-0.14478385447411946,3.228943904194763,5.8956665459777025,27.656495644318454,18.81123141860838,11.268671679165124,0.03839715002313656,0.09957911727610946,0.7666247008223148,3.1858054217614686,87.0,94.4699
0.6374644404262134,34731.6788778305,-136058.73313390664,79335.70027181416,107962.90948765384,-75869.92836138014,21567.293564807187,111257.81687017789,-97351.2826420871,22201.70921199313,110233.22502701392,-50573.75560292973,58329.332678755425,139264.52306813604,-55324.33487507257,215.14667211302003,159559.57624631352,89387.91196104369,48604.03488962029,-63781.49332894663,-68323.31704904801,205188.4317635902,213847.2550985309,97883.97359614809,104366.782126671,-145999.4554749953,-88890.52363069248,-98188.3068326897,122907.0259703565,-13681.097763068508,-222077.03495989088,0.2669807126293196,0.5580414422283213,0.7606153050272857,0.6534945772112144,0.2179561902112768,-0.5107348727994588,-0.9387465779827742,2.3152189662163,1.1737145744441708,-0.460554326430871,26.19637992430138,4.409280927468147,17.39634714663864,11.770918195282942,3.3158667356533895,0.03094317974613553,0.13219184748198132,0.7479002599133004,5.440322366819049,86.0,103.0715
0.5193041995785715,20957.272004770668,-135786.71343832614,111288.19275269218,133341.13666570553,-72713.3916648555,109407.61281154976,102055.26060009687,-114803.62576361129,96847.45073140008,165202.5144617608,-105664.67929152759,11525.594392342184,187158.0713075052,-69589.01383237739,37099.029567264195,208021.25421964645,117203.1334524128,44954.98123245302,-78981.98169495736,-66331.26566324483,210025.8774914958,183514.59588082612,68620.51739847216,186674.48880627227,-130191.37808637517,-106273.25557197037,-100298.08915233793,181688.04274430507,-46543.72159952206,-189043.09454359842,0.7486677825577825,0.2594043126242881,0.7673582999392428,0.8384051764582323,0.314317297275939,0.45013649106883746,-1.3644896158169333,1.9998960723274688,0.8795838167854493,0.22599762956340164,14.966597997004007,23.09896682574602,15.74635816370018,16.340544036635773,0.1297712235876526,0.08139321008100828,0.06345814126528826,0.7970587159575597,3.8865968363873744,104.0,137.84480000000002
0.6739163122639925,32980.82185027402,-98271.10490297418,76826.45382577514,103197.46496199345,-112012.43386415672,51731.312152232924,73267.28133059511,-136299.09520548914,11138.9307432102,92581.32193170617,-43288.49617723495,47195.28590994433,193555.43429200587,-46700.86924397467,-38920.89844040875,133016.3921760648,88364.84086404499,-27803.50621112959,-117984.76998860913,-111166.46153700724,270338.8358121529,212019.53580855325,17690.364943647288,149248.02309228096,-178785.40653151838,-157915.26113522833,-140470.40885389305,109954.20811674163,-21038.06134189279,-205127.48563631924,0.693119769443388,0.4579528730676767,0.7630027062866698,0.8204102782433845,0.3677214295960817,-0.4683285359890712,-1.3043098721012445,1.920843292541877,0.7592542226732033,-0.08201121696312474,2.257900929557523,0.8295727546271424,2.551001984503349,24.911672137496844,0.9172072134027122,0.027340587471790904,0.10806558482225119,0.7386586576585582,3.6941542129505827,75.0,106.2198
0.6167717481856423,77307.23139602234,-123459.98061945624,49521.16323075342,120361.13888840843,-63230.44865285624,48731.888198062865,152747.9327987008,-100631.86021345056,50980.96167446464,175440.51628785185,-122985.05876378197,-10889.582455352247,169256.84449333936,-9936.633603472714,-21087.41691696735,214360.42786865856,90995.63130856103,19336.888686401006,-77647.08909771431,-67948.48440675312,196605.12171647119,247557.69803695555,3732.9771618193527,152570.32603530193,-194154.68130938144,-135663.7400452114,-133343.37124764544,147597.5798998907,-42346.57060868362,-175625.31667601422,0.41324955594151247,0.5908150269650905,0.7238292642244225,0.8252413567154389,0.301894737767851,-0.45707868787438255,-1.0970684989677506,1.6355591924353015,1.7031334808366778,-0.31067798419038495,21.720840487802306,1.3693850517542336,7.473668452554589,29.90388098666604,14.687079654390033,0.014377103567124551,0.12948135151644177,0.7931662331796598,6.048554179236146,89.0,99.4714
0.812051328866068,34365.36139689897,-108535.26716508127,135961.51484012455,49727.87575317952,-109423.46123679265,60138.11044467074,153451.40552370512,-69102.29162806882,19906.912985259693,182625.86017646047,-43035.08018574199,-2934.0968477294336,122218.15267023855,-38690.91037663434,-1303.3739279329675,226238.2465488051,87908.36948818588,59073.11961999581,-103717.50925293184,-141743.62903003086,194481.37870588945,228211.58486456145,67436.75181584137,194972.236697349,-135851.6403454363,-118502.55192803469,-142871.42636349125,116734.01867749201,27400.475633888214,-174126.4891557739,0.3580924186345053,0.31846691691056184,0.7561354825347231,0.7651969990666235,0.5841978539438791,-0.6275273508257899,-1.727848844238483,2.2228654137448416,1.8398871463135296,-0.6693558853695074,19.524944923038216,22.212398854956625,0.6479497014354146,8.700302301820669,10.710864205365082,0.12032958273862296,0.1358711954228148,0.7814954524187119,3.963214588114016,74.0,83.1467
0.5732390399349261,48798.493342413196,-153125.85907622066,127678.94657991255,50798.83905799776,-100278.13679362679,114756.56946304803,144750.80636655714,-56497.20114518117,64790.28996780605,171047.86045200046,-72724.69553179934,2143.3432052499593,179838.1234890623,-61126.27518022465,14296.831777467763,145619.27972058632,67385.05472118316,54417.685211282296,-124879.58047902989,-127972.8337619204,247413.8724421803,251826.35780176436,39773.64211549194,191201.01873762274,-196794.61258066833,-139052.04674079578,-150377.07033367662,131986.77684289048,7322.0264663050475,-160304.3171414311,0.5740350301858794,0.4945481386403894,0.6702058480889839,0.4093680178942426,0.5939491617664108,0.6453248530716207,-1.9090589417391073,2.3324462400386117,0.6586382891020006,0.6658443829730136,24.930210692625792,20.325088676276692,25.696636047272595,27.1874384718033,6.13867965766304,0.1919538122758154,0.02430985624785216,0.7975693443352674,6.3404589433907415,96.0,103.1215
0.6851918893952299,14232.542920211148,-83364.93616239354,75682.16557562738,143351.8770544232,-96695.09507514548,75920.56579315351,132345.42115548134,-95493.56705117012,42804.61081840943,94095.67859166085,-47093.01116773952,-25042.06160337748,163405.5725182124,-57027.848636236566,49911.0249263829,152389.33837686395,134248.73967173905,57386.27857242273,-94635.24408405166,-133492.42173149931,237512.0217681651,243859.27255256736,96794.5439761519,160364.94163186458,-150508.942261178,-86790.71892135209,-124266.97298025308,149439.9395568169,-11134.394186472171,-181770.01002997297,0.5365453874217023,0.34306280117030497,0.6495147652289365,0.6933015692282853,0.18853191930862376,-0.017033227622683222,-1.3122088231220197,2.061210943809543,1.382944471962381,0.24135337814612545,6.551663980957285,19.942785785506587,10.727122175410155,27.122280294861866,9.911427987436758,0.1964734078714462,0.09737701017738475,0.7350268863713827,3.627943414457415,103.0,105.89489999999999
0.5103211653188132,480.94698278944816,-145660.66453100092,68295.53838216169,106307.46580643381,-113657.89953649027,101823.03493398643,69692.77870600988,-142610.379609781,26796.676451996133,167244.13697634757,-137761.62609132327,22033.294070036533,188207.01020377487,-11865.196713882164,-17388.512476227395,144949.892448577,75438.13166227944,31251.089776422014,-156408.7688167283,-95446.35406630606,196272.9533683428,249456.62547859922,17512.389507947082,112844.01327262358,-208966.55550792994,-84761.8985748111,-105900.43692666982,166046.72621990961,-6660.947209578226,-157180.40886571666,0.4198620359670787,0.33536147908555725,0.6287216203491156,0.4217323576847616,0.41020777474824377,-0.7359374719634739,-0.5717461438775573,3.099858209730286,0.9438651589632289,-0.1745967605480664,4.819809061590838,28.620320410906796,17.550900846361593,26.000711629021428,4.627858118936982,0.028310558611999728,0.14136518118642155,0.7006811471966287,6.980271324431395,114.0,135.19490000000002
