"Tpeak,a","TTP,t,a","dT/dtMax,a","dT/dtMax,a","Tdur,a","Trest,a"
201.231,51.0,12.4926,-1.0804,320.0,0.272989
54.2502,65.0,2.03455,-0.2474,439.0,0.538172
112.182,60.0,5.0275,-0.5522,355.0,0.221541
116.525,80.0,4.16095,-0.5588,419.0,0.912172
132.759,97.0,4.3253,-0.70915,381.0,0.0969096
13.9212,90.0,0.34824,-0.09062,334.0,0.0207706
52.7539,58.0,2.3271,-0.28095,294.0,0.0717895
118.151,71.0,4.2852,-0.58125,332.0,0.390201
206.481,125.0,8.3137,-1.1525,542.0,0.109855
59.7753,187.0,0.6968,-0.3368,460.0,0.17348
16.1044,96.0,0.365685,-0.1033,343.0,0.0383981
106.984,58.0,4.95355,-0.6372,305.0,0.597763
97.9726,104.0,3.3073,-0.59735,391.0,0.158901
163.674,92.0,5.04145,-1.0554,304.0,0.00548509
176.655,65.0,10.8253,-1.201,552.0,0.239883
118.237,129.0,3.33325,-0.63705,444.0,0.0613419
140.158,121.0,5.8475,-1.13195,356.0,0.0171125
53.1002,72.0,1.7839,-0.3893,270.0,0.0953773
41.2982,140.0,0.6659,-0.27795,350.0,0.00952436
69.3053,74.0,2.4627,-0.3499,354.0,0.0379538
65.4716,76.0,2.0507,-0.2952,370.0,0.0811257
59.0324,86.0,2.08855,-0.2209,574.0,1.55458
136.904,84.0,3.9569,-0.6487,344.0,0.256587
94.9444,110.0,3.0062,-0.61185,404.0,0.00695099
77.2757,63.0,3.0367,-0.7772,201.0,0.00326184
62.7612,77.0,2.27255,-0.3758,305.0,0.0321705
49.8153,136.0,0.925,-0.23175,477.0,0.126982
95.4943,53.0,5.37485,-0.555,326.0,0.0548274
65.4846,85.0,1.93445,-0.2313,513.0,1.06995
82.0816,97.0,3.7955,-0.69745,415.0,0.0140825
78.1436,55.0,3.8534,-0.90335,158.0,7.49682e-05
130.406,123.0,3.76815,-0.6425,461.0,0.42169
128.432,90.0,6.0769,-0.4848,656.0,0.662814
177.952,73.0,7.3483,-1.29805,313.0,0.00886998
120.957,110.0,2.57805,-0.8012,338.0,0.107635
87.0648,69.0,3.0856,-0.87665,224.0,0.00325252
141.191,113.0,4.10015,-0.72025,537.0,1.7493
45.9919,85.0,1.4018,-0.2213,403.0,0.187301
146.723,108.0,4.65655,-0.83445,476.0,0.347306
178.078,124.0,4.1083,-0.9405,425.0,0.493133
73.9325,82.0,2.15095,-0.4114,306.0,0.145964
25.8277,143.0,0.488015,-0.16665,383.0,0.0707063
132.551,116.0,2.5998,-0.4295,583.0,0.855831
87.2431,154.0,1.42195,-0.46955,474.0,0.0975138
148.793,81.0,5.8629,-0.50295,558.0,1.43046
107.839,65.0,5.31045,-0.9506,277.0,0.000787582
71.6504,57.0,3.7231,-0.3551,370.0,0.118541
133.061,90.0,4.0573,-0.70365,382.0,0.256353
150.141,105.0,4.59305,-0.5095,634.0,0.918548
14.3911,73.0,0.497955,-0.10995,255.0,0.000147056
65.8618,102.0,1.5637,-0.3919,316.0,0.049663
68.7833,57.0,3.23945,-0.3519,304.0,0.0567781
202.724,76.0,7.52605,-1.4047,265.0,0.013403
212.061,84.0,8.8111,-1.0925,510.0,0.754503
124.629,87.0,5.67415,-1.0749,277.0,0.0118707
168.239,70.0,6.30255,-2.0421,203.0,3.4769e-06
113.388,71.0,4.19245,-0.9449,217.0,2.47994e-05
64.766,72.0,2.2338,-0.2604,439.0,0.492739
30.7138,53.0,1.47605,-0.5641,136.0,6.40666e-08
91.8769,78.0,3.9345,-0.61205,291.0,0.0388674
120.493,181.0,1.9291,-0.4739,593.0,1.73258
113.754,71.0,4.45885,-0.5827,339.0,0.0433277
74.9521,79.0,2.2764,-0.27635,444.0,0.462109
63.4647,77.0,2.20065,-0.1993,538.0,0.635782
76.732,96.0,2.87075,-0.5058,343.0,0.0341752
155.108,113.0,6.69005,-1.2019,389.0,0.0169249
99.4733,120.0,2.43135,-0.59335,382.0,0.00369936
57.9266,105.0,1.2583,-0.4532,329.0,0.00512741
149.358,87.0,5.50735,-1.1407,281.0,0.000491361
55.2084,66.0,2.2285,-0.2733,368.0,0.150274
122.11,86.0,4.4389,-0.78155,391.0,0.530181
183.543,71.0,10.4872,-0.87495,599.0,1.17525
100.362,91.0,3.632,-0.47175,404.0,0.265035
204.641,139.0,8.7098,-1.396,498.0,1.03535
110.252,75.0,4.6956,-0.78205,287.0,0.000946178
128.675,48.0,8.2337,-0.6503,336.0,0.194771
195.896,117.0,5.77805,-1.27745,364.0,0.0210871
112.978,70.0,4.6404,-0.70015,303.0,0.0421203
144.927,81.0,4.62715,-0.86645,315.0,0.155142
180.164,88.0,5.8881,-1.0025,432.0,0.800002
88.211,92.0,2.57025,-0.4223,387.0,0.428536
31.1372,64.0,1.1707,-0.3349,204.0,0.00763494
195.649,211.0,4.5009,-0.9775,603.0,0.889815
64.4426,71.0,2.68905,-0.44545,280.0,0.0028007
29.3271,60.0,1.16925,-0.30275,218.0,0.005365
152.478,122.0,5.25875,-0.8103,472.0,0.308924
162.988,86.0,6.8173,-0.82135,449.0,0.359122
209.269,81.0,8.28465,-1.63225,309.0,0.0106282
77.1423,105.0,2.53825,-0.2588,584.0,0.943488
149.337,102.0,3.9437,-0.608,492.0,1.07322
87.483,96.0,3.0973,-0.4706,402.0,0.293353
14.1873,90.0,0.424965,-0.10168,292.0,0.00652834
94.6945,84.0,4.51155,-0.5378,418.0,0.265958
111.707,82.0,3.72995,-0.8273,269.0,0.000453729
38.705,84.0,1.0261,-0.3315,276.0,0.0151541
86.0743,77.0,4.31365,-0.484,563.0,1.02967
80.8593,61.0,3.87615,-0.24395,562.0,1.7706
37.153,76.0,1.08055,-0.37005,237.0,0.00116884
81.28,106.0,2.1041,-0.40585,496.0,1.28454
24.0561,68.0,0.852065,-0.3076,178.0,0.000148134
170.58,132.0,4.12705,-1.00995,421.0,0.480367
122.65,112.0,2.88635,-0.80305,395.0,0.0489012
61.9075,63.0,2.3939,-0.37575,261.0,0.00291259
177.14,74.0,8.794,-1.6471,327.0,0.00308457
181.41,151.0,4.9408,-0.9202,535.0,1.16571
59.4339,56.0,2.7699,-0.2971,292.0,0.0360052
59.7518,54.0,2.99975,-0.63545,177.0,0.000202698
44.0628,71.0,1.6561,-0.2456,304.0,0.0176794
108.918,70.0,4.61945,-0.54295,365.0,0.419802
109.104,89.0,3.85135,-0.7619,308.0,0.0303457
192.307,94.0,6.5424,-1.6687,301.0,0.000769015
83.6093,82.0,2.46455,-0.5649,254.0,0.00581706
72.6543,95.0,2.05865,-0.25515,509.0,1.21825
36.0271,61.0,1.43556,-0.3677,226.0,0.000549988
52.6488,61.0,2.1227,-0.5269,211.0,0.0585876
114.22,80.0,4.20695,-0.8901,257.0,0.000412053
125.346,62.0,6.5047,-0.69125,347.0,0.114353
86.7597,75.0,4.88305,-0.59065,363.0,0.0486627
113.933,72.0,4.6406,-0.6299,308.0,0.0224633
21.5289,90.0,0.521445,-0.159,299.0,0.0438666
37.0783,82.0,1.07945,-0.2676,296.0,0.0172998
143.808,177.0,3.239,-0.7542,576.0,1.36103
182.522,167.0,6.1794,-0.94615,642.0,1.30706
126.507,180.0,2.91955,-0.7074,568.0,0.432909
115.92,58.0,6.3318,-0.75025,310.0,0.0616976
61.2923,161.0,0.78675,-0.54665,308.0,0.00490854
97.5343,72.0,3.5776,-0.43575,403.0,0.290215
48.1946,69.0,1.70005,-0.47295,210.0,0.00311142
89.2844,91.0,2.85195,-0.3682,467.0,0.621402
104.861,85.0,3.07275,-0.76545,247.0,4.3221e-05
52.1612,50.0,2.66355,-0.40015,281.0,0.11845
177.942,115.0,4.941,-0.94995,412.0,0.710441
79.7654,126.0,1.95225,-0.3141,606.0,0.504464
140.262,81.0,5.186,-1.05025,311.0,0.00690076
73.9827,78.0,2.51335,-0.31455,429.0,0.353115
151.879,78.0,6.72445,-1.1291,323.0,0.0505314
116.233,105.0,4.5602,-0.6542,487.0,1.59087
99.407,96.0,3.95595,-0.651,515.0,0.115509
103.399,113.0,3.1519,-0.53705,534.0,0.334404
162.956,108.0,5.30455,-0.7434,491.0,0.693337
100.185,72.0,3.57545,-0.3834,472.0,0.92877
140.16,101.0,3.5811,-0.5365,572.0,0.809715
165.072,60.0,10.0921,-0.84695,516.0,0.373086
78.0533,43.0,5.1333,-0.8345,188.0,0.00555707
142.913,66.0,5.82585,-0.54725,420.0,0.964329
79.7353,69.0,3.36765,-0.77125,211.0,0.000814389
37.6736,71.0,1.39425,-0.1644,390.0,0.0581687
125.069,68.0,5.13855,-0.71965,283.0,0.0908837
56.0154,79.0,1.8011,-0.42945,275.0,0.000673438
80.2651,84.0,3.5364,-0.3535,467.0,0.12216
77.7379,69.0,3.0891,-0.3229,429.0,0.419093
82.195,135.0,1.9301,-0.486,410.0,0.0105819
175.303,50.0,11.438,-0.83,344.0,0.0787825
112.142,86.0,3.0208,-0.87845,281.0,0.00209276
156.657,90.0,6.6609,-1.1393,407.0,0.127683
157.202,166.0,5.3342,-0.844,611.0,0.366566
156.954,106.0,3.9528,-0.7835,432.0,0.0167098
185.782,79.0,9.13,-0.754,573.0,1.52009
118.915,118.0,4.3159,-0.43045,625.0,0.720478
31.325,67.0,1.09735,-0.1945,362.0,0.203591
49.6666,88.0,1.37845,-0.2708,325.0,0.100429
150.949,65.0,6.6865,-0.85335,316.0,0.714447
52.1592,154.0,0.72055,-0.3605,387.0,0.0371644
200.992,78.0,9.8962,-1.154,495.0,0.901697
96.8527,70.0,3.46225,-0.5869,262.0,0.0425312
78.5486,123.0,1.92175,-0.2547,664.0,0.826234
175.514,79.0,7.31935,-1.26725,285.0,0.271316
72.2341,199.0,1.36441,-0.25815,671.0,0.338566
159.118,71.0,7.80555,-0.905,393.0,0.125043
184.05,105.0,5.8661,-0.6885,560.0,1.30866
218.427,146.0,5.37295,-1.3215,440.0,0.128588
163.947,143.0,3.83005,-1.03295,409.0,0.0189412
108.7,73.0,4.76055,-1.46395,190.0,8.02198e-05
204.989,122.0,6.8391,-0.906,528.0,1.53556
14.7652,53.0,0.70781,-0.23645,151.0,4.29062e-05
159.034,86.0,6.28355,-0.71535,454.0,0.814709
109.766,55.0,6.91895,-0.69855,325.0,0.0254714
125.284,102.0,4.4552,-0.5806,493.0,0.621687
115.49,133.0,3.46325,-0.6407,552.0,0.615876
217.108,87.0,11.6491,-1.053,532.0,0.937799
118.599,72.0,6.2134,-0.9786,280.0,0.0107917
56.6526,98.0,1.63785,-0.34095,354.0,0.0892469
113.263,56.0,5.2013,-0.78735,261.0,0.14932
86.5263,147.0,2.20265,-0.6382,417.0,0.00500097
77.7287,56.0,3.97565,-0.8048,175.0,0.000105869
53.0134,72.0,1.6904,-0.6527,199.0,1.82414e-05
103.498,93.0,3.06165,-0.6055,320.0,0.0149319
10.7119,78.0,0.327315,-0.08827,304.0,0.000352276
45.654,71.0,1.55475,-0.3938,240.0,0.00296652
72.5788,63.0,3.58555,-0.4487,295.0,0.0789391
44.3629,87.0,1.2065,-0.2679,289.0,0.0514166
56.1694,89.0,1.5203,-0.38615,313.0,0.0351628
40.6974,75.0,1.284,-0.3172,246.0,0.0123115
158.073,57.0,9.1072,-1.3476,212.0,9.97189e-05
41.6468,62.0,1.59605,-0.38725,261.0,0.0909454
203.703,130.0,7.8085,-1.85275,403.0,0.00852823
122.658,108.0,4.0039,-0.5085,612.0,0.652062
99.7486,71.0,3.43155,-0.8822,231.0,0.0336434
194.348,56.0,13.3394,-0.832,494.0,1.83191
98.7699,59.0,8.1292,-0.8558,397.0,0.0337508
171.817,82.0,5.7059,-1.0105,313.0,0.432762
70.8156,138.0,2.015,-0.30535,536.0,0.081115
135.425,61.0,5.8686,-0.8798,251.0,0.0104223
124.311,86.0,4.0844,-0.47625,505.0,1.38922
81.6258,158.0,1.78097,-0.4138,495.0,0.185875
124.851,157.0,2.20745,-0.52055,546.0,0.334763
172.438,63.0,7.75065,-0.73405,430.0,0.23642
121.189,89.0,3.5915,-0.7783,284.0,0.0073202
118.871,119.0,3.7857,-0.6936,441.0,0.344874
170.882,44.0,12.3719,-1.3388,198.0,0.000210313
104.738,100.0,4.12135,-0.8253,327.0,0.0173826
107.853,74.0,3.826,-1.10025,203.0,0.000583525
145.712,58.0,7.53045,-1.028,233.0,0.00310167
122.345,80.0,5.56995,-0.76355,382.0,0.0845106
19.878,86.0,0.52987,-0.16535,247.0,0.00135867
148.676,72.0,5.943,-0.5316,501.0,1.42001
194.43,77.0,7.92865,-0.97765,383.0,0.643726
28.1921,149.0,0.4093,-0.0684,806.0,1.9911
143.547,58.0,6.94645,-0.7048,311.0,0.083101
35.3105,90.0,0.92445,-0.2626,275.0,0.000827779
35.7318,71.0,1.16515,-0.35345,221.0,0.0108374
66.2898,59.0,3.5302,-0.36035,298.0,0.00913761
109.396,71.0,4.2546,-0.6392,284.0,0.0140271
163.87,70.0,6.3092,-0.7869,346.0,0.183162
164.878,75.0,7.08935,-0.8043,421.0,0.616299
78.7251,139.0,1.4399,-0.5612,335.0,0.0092423
58.2854,76.0,1.9164,-0.21555,438.0,0.308714
176.274,45.0,12.646,-1.5738,192.0,0.00212877
121.271,72.0,4.9063,-0.65885,332.0,0.651692
172.896,135.0,4.27445,-0.7675,654.0,1.8473
102.081,99.0,2.3712,-0.5994,331.0,0.148713
65.1386,71.0,2.63,-0.27915,416.0,0.540875
121.838,80.0,7.2784,-0.54735,613.0,0.49387
55.0647,77.0,1.7908,-0.561,207.0,4.28101e-05
177.965,101.0,6.38125,-1.23175,352.0,0.0467819
84.1699,68.0,3.59995,-0.4964,369.0,0.0593083
127.883,78.0,4.4807,-0.62805,356.0,0.0660907
133.441,138.0,4.0889,-0.9523,414.0,0.0524487
39.3681,50.0,2.02575,-0.709,126.0,0.000375575
168.658,66.0,7.4484,-0.6969,447.0,1.78203
94.5232,75.0,2.9572,-0.8082,256.0,0.283593
150.852,67.0,5.92165,-1.3016,212.0,0.00208936
60.8325,142.0,1.291,-0.2368,536.0,0.40749
116.427,83.0,4.4856,-0.43905,500.0,0.278599
15.0119,192.0,0.12478,-0.08325,468.0,0.00568751
124.129,55.0,7.3937,-0.4886,438.0,1.3473
61.9505,71.0,2.0372,-0.72585,218.0,0.00580939
72.1778,70.0,2.57685,-0.53125,246.0,0.00239361
43.4238,156.0,0.5602,-0.45225,265.0,7.34746e-05
34.6193,108.0,0.786135,-0.1724,444.0,0.0114715
87.5944,93.0,2.43415,-0.61295,283.0,5.63615e-05
26.1188,177.0,0.286145,-0.1401,471.0,0.0836341
63.4214,85.0,2.6183,-0.328,427.0,0.0690342
119.215,80.0,5.29725,-0.7858,407.0,0.199549
70.6929,72.0,3.44825,-0.25535,514.0,0.866012
32.9006,73.0,1.1162,-0.2995,222.0,0.000602021
106.514,63.0,4.9244,-0.44555,430.0,0.398081
130.579,73.0,4.98875,-0.56015,396.0,0.226783
163.665,73.0,7.9861,-0.8553,439.0,0.964077
188.005,71.0,8.78395,-1.1944,335.0,0.102217
125.469,92.0,6.15345,-0.70175,531.0,0.652533
56.7644,103.0,1.36945,-0.31765,359.0,0.0716582
147.286,61.0,7.24835,-0.58465,485.0,0.800791
181.195,82.0,7.10505,-0.89365,414.0,0.630201
35.1085,131.0,0.57355,-0.27575,339.0,0.0030626
67.6593,95.0,1.94765,-0.5125,272.0,2.73819e-05
40.4264,123.0,0.77905,-0.29025,310.0,0.000624035
187.931,89.0,5.84155,-1.377,280.0,0.00607093
52.0463,119.0,1.02555,-0.4375,278.0,0.000442241
80.152,76.0,2.86025,-0.3868,384.0,0.0899414
53.2313,71.0,1.8738,-0.5004,215.0,0.00171311
12.0297,98.0,0.27298,-0.080295,328.0,0.000256429
123.409,84.0,4.63325,-1.0135,277.0,0.0204543
158.362,78.0,5.64145,-0.93505,297.0,0.0557245
175.853,88.0,5.9158,-0.8976,371.0,0.216532
111.502,137.0,2.19245,-0.60025,418.0,0.302536
112.202,78.0,4.4114,-0.99635,242.0,0.000593543
63.1096,66.0,2.3555,-0.62605,210.0,0.00269716
60.0218,85.0,1.63745,-0.28895,367.0,0.207601
104.975,49.0,6.3077,-0.6054,321.0,0.103765
75.2129,66.0,3.42645,-0.53755,257.0,0.000814689
104.809,89.0,4.3814,-0.7061,352.0,0.061038
147.556,70.0,9.78285,-0.55015,686.0,1.56621
130.766,50.0,7.7414,-0.7913,233.0,0.00432594
66.8443,58.0,3.01615,-0.8189,168.0,0.000259231
96.9902,105.0,2.4313,-0.5712,458.0,0.411091
128.686,182.0,3.49105,-0.71815,568.0,0.526837
36.726,85.0,1.00045,-0.3449,238.0,2.62345e-05
76.726,68.0,4.4649,-0.4182,451.0,0.654483
91.3569,134.0,2.4021,-0.27375,676.0,1.71981
119.382,114.0,2.9898,-0.6829,457.0,0.091193
130.912,190.0,2.5962,-0.5781,579.0,0.608186
56.0461,78.0,1.76655,-0.26275,423.0,0.518849
59.9862,81.0,1.787,-0.4438,274.0,0.00346668
134.78,70.0,5.15775,-1.0412,239.0,0.00329665
145.797,62.0,7.0289,-0.90885,265.0,0.0106687
154.848,89.0,6.0739,-0.6292,487.0,0.90721
69.2566,64.0,2.7695,-0.3502,399.0,0.400029
227.977,107.0,9.7091,-1.7085,378.0,0.0581061
90.4406,61.0,4.71925,-0.52275,377.0,0.222126
214.198,68.0,10.1953,-1.154,365.0,0.18362
74.898,84.0,2.41365,-0.45475,316.0,0.00854338
75.8364,58.0,3.4555,-0.50325,293.0,0.0648238
174.002,87.0,8.4034,-0.8834,487.0,0.319428
21.6971,122.0,0.429055,-0.1472,358.0,0.000870422
49.8297,75.0,1.6762,-0.3592,262.0,0.000775529
73.4765,50.0,3.95035,-0.99875,151.0,0.000480136
35.11,108.0,0.83288,-0.27305,291.0,0.000255424
193.944,112.0,6.4151,-1.07255,427.0,0.803564
80.3149,97.0,2.33385,-0.40755,385.0,0.0648357
196.677,86.0,7.4166,-0.8865,467.0,1.48332
32.523,83.0,0.96912,-0.1564,387.0,0.101763
79.5503,77.0,2.45785,-0.69245,242.0,0.022012
133.153,67.0,6.15085,-0.8976,387.0,0.00955131
75.1839,129.0,1.7999,-0.3207,510.0,0.238436
179.8,150.0,3.86335,-1.156,427.0,0.0119437
53.3242,120.0,1.19155,-0.18625,572.0,1.64788
179.664,81.0,9.39705,-1.1407,412.0,0.0846669
58.9039,52.0,3.18425,-0.29515,314.0,0.0475698
138.432,68.0,8.5601,-0.94845,427.0,0.0227581
19.4641,47.0,1.11507,-0.3479,123.0,0.000461867
76.6683,58.0,3.73755,-1.1728,141.0,5.06952e-06
96.0254,58.0,4.7893,-0.77045,224.0,0.0117106
151.856,135.0,5.01965,-0.65915,563.0,0.384388
148.396,94.0,7.22045,-0.90975,445.0,0.446492
119.387,79.0,3.7542,-0.6627,297.0,0.018649
95.8588,79.0,3.4921,-0.57305,311.0,0.0536226
116.978,85.0,6.93875,-0.91855,425.0,0.194992
64.7926,64.0,2.54355,-0.3168,321.0,0.0809752
189.697,88.0,7.96705,-0.8961,480.0,1.49088
71.6529,78.0,2.4046,-0.36445,331.0,0.0414894
119.673,118.0,2.98995,-0.9354,321.0,0.00220534
15.2258,171.0,0.165245,-0.15244,302.0,0.000283023
154.078,105.0,4.3315,-0.712,546.0,0.672092
130.727,104.0,6.475,-0.92995,506.0,0.292101
74.3162,54.0,4.4344,-0.76695,187.0,0.000609163
101.84,67.0,3.8941,-1.06255,196.0,0.000225358
97.0939,58.0,5.0712,-0.48115,318.0,0.0566497
184.652,76.0,7.17605,-0.72365,485.0,0.445905
154.057,61.0,6.8837,-1.7949,164.0,4.437e-05
79.1652,63.0,3.14865,-0.43885,311.0,0.183351
109.463,60.0,5.9271,-0.77585,305.0,0.045273
137.052,140.0,3.34435,-0.74275,473.0,0.479902
69.8193,72.0,2.77715,-0.2466,492.0,0.782159
84.217,102.0,2.92035,-0.6665,338.0,0.032709
65.0111,78.0,2.0133,-0.5619,229.0,0.000839724
143.122,111.0,4.2452,-0.7105,436.0,0.143826
78.5052,65.0,3.0804,-0.37035,352.0,0.134109
80.9008,73.0,2.8213,-0.8651,207.0,0.00277415
55.0878,72.0,2.036,-0.32555,282.0,0.00766054
77.1007,97.0,2.8012,-0.62085,305.0,0.00293708
80.2136,65.0,3.43475,-0.66975,216.0,0.00628901
181.071,166.0,2.8292,-0.957,536.0,0.213338
135.911,56.0,8.35355,-0.49645,564.0,0.482921
54.5022,68.0,1.99715,-0.33465,311.0,0.180329
69.3373,102.0,1.5548,-0.3792,384.0,0.239
189.049,171.0,4.51385,-1.122,476.0,0.0551517
72.8149,96.0,2.32305,-0.4184,400.0,0.398597
