"Tpeak,v","TTP,t,v","dT/dtMax,v","dT/dtMax,v","Tdur,v","Trest,v"
24.4363,194.0,0.228965,-0.10085,583.0,0.395743
131.215,187.0,1.3575,-0.76985,420.0,0.379297
99.9748,192.0,1.04385,-0.4443,512.0,0.615949
137.165,258.0,1.1259,-0.47915,648.0,1.77133
58.5849,149.0,0.79695,-0.23115,558.0,1.70203
83.7805,131.0,1.241,-0.45445,364.0,0.186807
46.5655,179.0,0.54065,-0.2592,418.0,0.0455605
62.8106,157.0,0.79745,-0.3761,392.0,0.0636567
12.8258,230.0,0.097425,-0.03755,730.0,1.11516
79.8442,144.0,1.12215,-0.5041,351.0,0.123746
16.9863,131.0,0.25301,-0.15945,279.0,0.013611
35.9116,149.0,0.46655,-0.1949,443.0,0.124251
83.9137,196.0,0.77725,-0.40135,552.0,0.186907
93.4914,161.0,1.16035,-0.5823,374.0,0.22723
14.2793,131.0,0.22442,-0.10081,335.0,0.0272239
69.0302,214.0,0.60895,-0.2066,727.0,1.98732
119.876,241.0,1.07365,-0.42885,634.0,0.306128
70.5264,190.0,0.76455,-0.2698,572.0,0.840595
71.3057,184.0,0.73955,-0.31485,529.0,0.277001
115.078,195.0,1.1622,-0.49865,547.0,1.7685
72.9512,192.0,0.7527,-0.2986,583.0,1.35287
59.092,181.0,0.6293,-0.2728,518.0,0.778435
123.868,198.0,1.5165,-0.4562,590.0,1.88796
27.5562,195.0,0.2726,-0.11705,581.0,0.135187
78.0134,159.0,0.9581,-0.41115,453.0,0.258736
25.0089,192.0,0.244,-0.1197,515.0,0.0720707
65.8563,204.0,0.56115,-0.2584,706.0,1.14631
30.9808,231.0,0.2449,-0.1338,563.0,0.380058
105.061,188.0,0.9711,-0.5332,568.0,0.268032
112.143,223.0,1.04135,-0.397,612.0,1.07584
81.3227,198.0,0.8508,-0.43755,514.0,0.0878843
67.84,172.0,0.7479,-0.35175,459.0,0.0730902
99.1652,216.0,0.8756,-0.41275,552.0,0.34435
67.1598,154.0,0.7992,-0.40305,412.0,0.0855122
19.29,145.0,0.27243,-0.1481,310.0,0.0415167
67.5462,185.0,0.6644,-0.3164,532.0,0.109011
72.1938,172.0,0.78705,-0.3903,444.0,0.0523429
55.3144,191.0,0.6339,-0.16355,685.0,1.43418
61.1646,170.0,0.7189,-0.3242,436.0,1.09735
72.815,228.0,0.5564,-0.3138,587.0,0.252924
52.6695,158.0,0.59775,-0.2093,638.0,0.419715
55.6822,176.0,0.5941,-0.33315,425.0,0.0498069
84.0414,216.0,0.7133,-0.3605,586.0,0.324569
65.3276,225.0,0.51575,-0.23835,617.0,1.17634
57.9146,137.0,0.89905,-0.38665,341.0,0.147368
24.0956,194.0,0.2464,-0.12385,500.0,0.080328
88.4891,192.0,0.9564,-0.4699,446.0,0.374765
119.464,190.0,1.1984,-0.53525,543.0,0.539542
27.9106,167.0,0.3268,-0.16335,411.0,0.147378
76.811,160.0,0.95195,-0.37725,471.0,1.59011
26.3375,172.0,0.29825,-0.1432,437.0,0.0567811
130.009,143.0,2.06535,-0.73515,390.0,0.145441
67.6634,204.0,0.62105,-0.2777,562.0,0.462953
47.7747,150.0,0.62765,-0.2698,411.0,0.220514
114.584,166.0,1.27015,-0.7266,396.0,0.0444247
