"Tpeak,v","TTP,t,v","dT/dtMax,v","dT/dtMax,v","Tdur,v","Trest,v"
65.3378,194.0,0.6514,-0.2894,515.0,0.282616
95.1006,167.0,1.13975,-0.479,459.0,0.800801
23.0076,187.0,0.222395,-0.10665,604.0,0.13052
72.976,122.0,1.2262,-0.47075,339.0,0.135914
51.3117,169.0,0.6503,-0.2661,434.0,0.22994
119.856,181.0,1.3228,-0.5121,531.0,0.626313
44.7341,205.0,0.4313,-0.2657,421.0,0.0421496
42.581,198.0,0.41115,-0.2277,451.0,0.145084
62.9317,148.0,0.8284,-0.308,477.0,0.333657
19.5103,184.0,0.195045,-0.08195,563.0,0.327035
12.4054,159.0,0.157145,-0.05919,505.0,0.0649813
35.9369,190.0,0.3397,-0.10365,760.0,1.25391
27.1905,139.0,0.361835,-0.17505,368.0,0.0395151
37.9383,180.0,0.3966,-0.20295,447.0,0.202913
26.2767,183.0,0.27234,-0.1174,514.0,0.284421
51.4668,158.0,0.62885,-0.2508,484.0,0.137747
20.7267,193.0,0.199885,-0.13295,450.0,0.00509112
46.0733,234.0,0.34715,-0.1686,643.0,1.46575
41.8505,208.0,0.34235,-0.1351,750.0,1.14847
50.2426,149.0,0.65565,-0.3341,360.0,0.091507
59.0841,179.0,0.64295,-0.27425,497.0,1.19085
66.1462,194.0,0.65435,-0.3305,474.0,0.478457
15.4783,155.0,0.19656,-0.0839,455.0,0.0919464
19.4717,166.0,0.24295,-0.13675,361.0,0.013938
21.3092,135.0,0.295,-0.1148,418.0,0.107815
21.9628,195.0,0.196225,-0.06,770.0,1.44725
70.1059,170.0,0.7841,-0.38705,443.0,0.0784424
40.108,143.0,0.55495,-0.2372,384.0,0.177431
38.4207,167.0,0.4624,-0.23565,388.0,0.0394754
11.4505,222.0,0.09321,-0.04122,701.0,0.187527
102.352,206.0,0.90665,-0.46395,548.0,0.168816
123.614,152.0,1.77855,-0.8353,353.0,0.0903786
51.1939,170.0,0.73615,-0.1575,657.0,1.54868
67.1928,209.0,0.90885,-0.2303,656.0,0.36095
28.7227,174.0,0.31315,-0.1205,577.0,0.270224
44.1839,188.0,0.448,-0.16045,614.0,1.4033
26.667,201.0,0.2606,-0.12245,518.0,0.464612
105.999,265.0,0.7282,-0.34145,747.0,1.73897
27.7285,188.0,0.2755,-0.1045,615.0,1.12403
29.1567,182.0,0.31895,-0.159,444.0,0.0709574
78.1379,159.0,1.0099,-0.4857,373.0,0.128741
27.5422,154.0,0.3465,-0.16335,414.0,0.101674
25.7852,175.0,0.27533,-0.1343,451.0,0.0478851
80.8504,190.0,0.79945,-0.3884,507.0,0.313846
27.6205,146.0,0.37545,-0.16875,396.0,0.0826753
62.9372,198.0,0.5969,-0.2682,544.0,0.754113
106.147,185.0,1.13805,-0.4816,508.0,0.469464
22.72,186.0,0.23267,-0.1379,400.0,0.0387103
14.7837,152.0,0.188655,-0.12082,316.0,0.000880391
52.9455,146.0,0.72245,-0.3768,335.0,0.0508547
18.4319,141.0,0.263995,-0.1348,332.0,0.0259933
39.1663,182.0,0.41905,-0.22585,436.0,0.0754431
18.978,158.0,0.237385,-0.1152,396.0,0.188098
32.075,158.0,0.37625,-0.20655,423.0,0.00838834
123.882,207.0,1.2159,-0.55085,521.0,0.217159
64.9459,148.0,0.86825,-0.40005,371.0,0.0351926
29.4422,162.0,0.3449,-0.1851,437.0,0.00931235
46.4385,173.0,0.48905,-0.23795,466.0,0.0510195
62.623,220.0,0.544,-0.22245,636.0,1.39093
46.3379,213.0,0.41485,-0.2076,530.0,0.0815814
40.2016,153.0,0.49405,-0.19385,496.0,1.21704
82.7847,174.0,0.9596,-0.3382,540.0,1.47728
48.4679,207.0,0.4427,-0.20525,570.0,0.112855
23.3183,175.0,0.252365,-0.12495,450.0,0.0315462
51.5224,190.0,0.51045,-0.19585,618.0,1.64821
22.1105,194.0,0.207215,-0.0994,518.0,1.04631
54.7181,161.0,0.6545,-0.32985,398.0,0.0816076
40.2348,143.0,0.58075,-0.20335,443.0,0.245955
15.4198,162.0,0.183695,-0.0731,511.0,0.17889
29.5621,208.0,0.26695,-0.1453,493.0,0.0963577
25.0071,196.0,0.23567,-0.0899,650.0,0.94729
43.7788,208.0,0.40565,-0.1703,577.0,0.444429
53.2824,212.0,0.4682,-0.21785,591.0,0.647844
37.907,190.0,0.3839,-0.21755,428.0,0.21796
25.983,197.0,0.23815,-0.12335,531.0,0.0773389
30.7042,179.0,0.352,-0.1125,608.0,0.640061
34.3712,119.0,0.60385,-0.3368,249.0,0.0212281
59.512,181.0,0.6315,-0.2857,474.0,0.928522
85.3708,206.0,0.78085,-0.33325,597.0,0.29557
153.516,269.0,1.38065,-0.59265,651.0,0.366739
11.1823,139.0,0.160735,-0.092245,293.0,0.0269906
46.5499,169.0,0.50345,-0.28445,443.0,0.0198489
45.6834,157.0,0.5729,-0.189,550.0,1.28879
20.3328,152.0,0.262555,-0.108,455.0,0.0754867
39.9571,119.0,0.63935,-0.2793,345.0,0.0341059
29.2392,164.0,0.3395,-0.144,489.0,0.306883
36.5563,193.0,0.34835,-0.1721,554.0,0.133939
62.4954,155.0,0.806,-0.2651,524.0,0.885959
85.8829,155.0,1.1399,-0.5245,379.0,0.0715723
91.0665,180.0,1.0114,-0.5097,421.0,0.0788203
18.1491,179.0,0.188455,-0.0976,449.0,0.0715388
42.6454,173.0,0.4693,-0.2514,404.0,0.0906121
37.7079,179.0,0.39775,-0.1732,515.0,0.732833
19.925,131.0,0.291175,-0.1319,363.0,0.092481
36.5068,162.0,0.44845,-0.1492,544.0,1.19671
103.791,180.0,1.13815,-0.5033,470.0,0.309562
16.0762,155.0,0.204995,-0.128805,311.0,0.00354839
48.0014,161.0,0.5512,-0.27525,441.0,0.0463907
70.346,163.0,0.82455,-0.3084,523.0,1.2962
14.228,165.0,0.174335,-0.07617,441.0,0.0509898
15.9776,164.0,0.19104,-0.1018,378.0,0.182094
25.4888,223.0,0.20957,-0.1134,537.0,0.132836
126.105,218.0,1.0861,-0.59875,535.0,0.226622
31.7365,160.0,0.37485,-0.16775,446.0,0.382482
91.985,221.0,0.84405,-0.3462,610.0,0.903819
40.4766,164.0,0.46545,-0.1913,513.0,0.570325
13.5134,146.0,0.186,-0.06715,499.0,0.0366388
41.7529,177.0,0.46735,-0.23315,420.0,0.0733114
39.8938,120.0,0.65305,-0.3007,306.0,0.0509502
100.99,232.0,0.83565,-0.38785,613.0,1.43557
11.7369,191.0,0.117925,-0.064355,452.0,0.06629
57.548,241.0,0.4846,-0.32125,486.0,0.0987338
17.7264,173.0,0.20248,-0.10205,429.0,0.192165
50.8848,166.0,0.6575,-0.2019,535.0,1.19033
49.6397,135.0,0.74975,-0.31885,328.0,0.221135
54.4567,183.0,0.54885,-0.22645,578.0,0.809251
66.0689,205.0,0.5948,-0.2543,589.0,1.39387
13.722,174.0,0.15543,-0.07734,460.0,0.0232382
30.6028,157.0,0.38225,-0.16425,431.0,0.163742
47.8893,207.0,0.4435,-0.2465,494.0,0.0641416
12.3402,175.0,0.131295,-0.0553,529.0,0.46238
45.8505,200.0,0.47365,-0.21025,498.0,0.198738
16.7855,176.0,0.173035,-0.0435,796.0,0.944406
34.7985,193.0,0.3377,-0.16365,530.0,0.0514633
47.5338,158.0,0.6029,-0.36835,313.0,0.0369525
90.8066,174.0,0.9691,-0.53095,424.0,0.0846296
24.096,132.0,0.36705,-0.1683,342.0,0.163175
25.5373,176.0,0.280875,-0.1474,425.0,0.035711
35.6341,149.0,0.4652,-0.17095,482.0,0.753458
58.329,219.0,0.4903,-0.251,564.0,0.0992065
40.959,157.0,0.49385,-0.2864,350.0,0.0211355
28.914,186.0,0.28335,-0.0983,653.0,1.62383
18.8416,225.0,0.1495,-0.0538,759.0,0.890551
57.0975,208.0,0.52535,-0.21415,628.0,1.1328
92.7442,280.0,0.65165,-0.3277,694.0,1.08805
27.17,196.0,0.27045,-0.13945,477.0,0.103942
98.0379,161.0,1.19245,-0.5747,399.0,0.544601
56.4299,157.0,0.7116,-0.32965,393.0,0.249415
61.2231,225.0,0.54595,-0.2205,607.0,1.06939
71.9085,162.0,0.86455,-0.34535,482.0,0.708972
26.2334,195.0,0.251975,-0.1254,493.0,0.351207
34.4863,155.0,0.441,-0.2541,323.0,0.030541
23.6776,231.0,0.181175,-0.07705,683.0,1.25878
32.253,145.0,0.4381,-0.2412,352.0,0.0111838
34.5466,158.0,0.4088,-0.19605,430.0,0.031615
36.8569,219.0,0.3048,-0.1669,549.0,0.0444378
30.5418,162.0,0.3715,-0.18585,384.0,0.0810513
32.0319,120.0,0.5448,-0.22915,312.0,0.0589109
39.1308,217.0,0.3229,-0.13485,694.0,0.78461
53.0388,148.0,0.7038,-0.35475,349.0,0.0754332
35.6246,142.0,0.48715,-0.1725,465.0,0.399423
22.8124,184.0,0.22668,-0.08375,638.0,0.402033
30.1046,159.0,0.3733,-0.1493,454.0,0.159525
19.9854,191.0,0.198185,-0.11,448.0,0.239912
28.814,177.0,0.3037,-0.1138,607.0,0.432946
26.4556,165.0,0.296,-0.1076,568.0,1.23779
41.2854,195.0,0.38475,-0.168,636.0,0.287133
83.3504,221.0,0.7185,-0.3503,591.0,0.656413
23.5415,193.0,0.2307,-0.10055,576.0,0.08113
37.338,140.0,0.49765,-0.19445,458.0,0.116298
51.13,212.0,0.4702,-0.27455,462.0,0.211372
26.9657,167.0,0.32424,-0.15095,411.0,0.0411839
88.6588,146.0,1.23255,-0.55695,372.0,0.205872
20.1951,166.0,0.22955,-0.1069,459.0,0.124455
12.5143,159.0,0.162475,-0.094735,349.0,0.0118875
48.7282,169.0,0.55075,-0.24425,467.0,0.355324
49.9007,210.0,0.45845,-0.1807,615.0,1.95393
36.5621,180.0,0.3622,-0.1332,552.0,1.96012
21.6149,130.0,0.32287,-0.14005,370.0,0.162212
78.0403,210.0,0.67195,-0.3094,615.0,0.504124
102.021,206.0,1.04335,-0.4805,500.0,0.453287
19.0401,186.0,0.19344,-0.08735,553.0,0.0591978
29.6181,174.0,0.3158,-0.216,361.0,0.0278693
19.2483,159.0,0.236,-0.09715,483.0,0.128112
71.3488,222.0,0.6025,-0.282,621.0,0.415077
52.1583,235.0,0.4096,-0.16865,688.0,1.69923
45.6905,243.0,0.3493,-0.17885,596.0,0.243248
33.2969,101.0,0.637,-0.31365,250.0,0.0128376
31.2968,143.0,0.42255,-0.13225,542.0,1.77169
21.6297,168.0,0.262125,-0.105,470.0,0.156485
104.569,139.0,1.65145,-0.74075,319.0,0.0636956
46.7816,151.0,0.6343,-0.3171,349.0,0.0560532
52.7492,178.0,0.56885,-0.31475,411.0,0.122639
53.2351,148.0,0.6939,-0.32585,388.0,0.138112
109.949,137.0,1.75635,-0.73675,362.0,0.189716
48.2925,235.0,0.3805,-0.18725,608.0,0.202736
25.0256,199.0,0.23014,-0.12525,510.0,0.0308286
112.838,146.0,1.64995,-0.5785,432.0,0.801704
83.1752,226.0,0.65345,-0.35985,604.0,0.381964
65.4222,193.0,0.7551,-0.2995,493.0,0.229369
61.7523,235.0,0.4947,-0.23045,623.0,0.426914
26.9275,138.0,0.39345,-0.15175,428.0,0.107682
40.3651,217.0,0.3442,-0.1352,678.0,1.61446
14.4455,164.0,0.17445,-0.081055,423.0,0.0981272
65.8103,241.0,0.4974,-0.24745,618.0,0.734235
38.8241,207.0,0.35125,-0.1333,623.0,1.30992
19.3022,203.0,0.18888,-0.1214,407.0,0.0163848
64.7383,152.0,0.86525,-0.5042,312.0,0.0107706
62.0388,226.0,0.49745,-0.2251,676.0,0.706481
22.7122,182.0,0.236495,-0.10465,567.0,0.0664621
41.0321,201.0,0.3846,-0.2046,507.0,0.107234
80.6419,115.0,1.37445,-0.62525,299.0,0.0652864
35.2088,163.0,0.4228,-0.18,439.0,0.598192
71.2179,273.0,0.5071,-0.24885,689.0,0.469475
57.93,221.0,0.49245,-0.25295,560.0,0.347321
72.0583,255.0,0.55485,-0.2419,656.0,1.18176
42.5815,171.0,0.50445,-0.22405,430.0,0.228789
68.13,206.0,0.6846,-0.21065,678.0,1.05493
67.3481,174.0,0.79195,-0.2895,527.0,0.473846
72.9012,214.0,0.63785,-0.26915,627.0,0.465271
46.1132,209.0,0.41275,-0.1575,676.0,0.840449
45.4609,181.0,0.4753,-0.21965,492.0,0.410325
13.3551,164.0,0.15873,-0.084715,390.0,0.0227129
20.4275,120.0,0.33933,-0.12815,346.0,0.22429
11.6232,125.0,0.19076,-0.058475,393.0,0.0994654
24.3671,131.0,0.34606,-0.14955,391.0,0.0323354
16.6802,203.0,0.15433,-0.0556,687.0,0.4094
81.5994,153.0,1.01275,-0.4815,404.0,0.242239
38.0903,132.0,0.58835,-0.26315,332.0,0.0971376
69.6337,241.0,0.6102,-0.24055,654.0,0.758384
17.5276,143.0,0.241105,-0.14055,305.0,0.0245067
18.0883,162.0,0.21332,-0.08115,513.0,0.678312
37.3794,136.0,0.5149,-0.2704,341.0,0.0340744
21.6835,162.0,0.254355,-0.08985,559.0,0.916853
16.4832,176.0,0.171115,-0.0705,556.0,0.645557
41.508,160.0,0.4856,-0.2331,423.0,0.0763481
44.8028,197.0,0.4471,-0.18855,550.0,0.211561
65.0776,167.0,0.7299,-0.35085,444.0,0.117832
85.0534,174.0,0.91345,-0.459,460.0,0.114325
53.8884,147.0,0.69035,-0.2619,468.0,0.762658
115.511,141.0,1.9257,-0.60125,412.0,0.12656
118.916,217.0,1.15135,-0.548,501.0,0.284639
46.5757,244.0,0.3575,-0.1536,691.0,0.502861
38.1532,244.0,0.29995,-0.11665,705.0,0.651908
11.4427,185.0,0.105915,-0.03334,693.0,1.5398
44.5349,321.0,0.24395,-0.12895,789.0,1.28743
103.533,222.0,0.95245,-0.3702,614.0,1.54882
65.1622,198.0,0.7146,-0.31065,476.0,0.342227
33.6729,192.0,0.3188,-0.1065,705.0,1.33966
20.2864,212.0,0.17678,-0.0873,598.0,0.106891
35.7906,154.0,0.44405,-0.2489,362.0,0.0232668
22.1747,185.0,0.22276,-0.0862,623.0,0.125814
52.3347,231.0,0.4132,-0.2028,613.0,0.223218
82.3786,184.0,0.91195,-0.4694,429.0,0.126231
50.2769,130.0,0.746,-0.34155,346.0,0.106158
13.3015,153.0,0.16728,-0.090655,349.0,0.0180788
27.236,166.0,0.32875,-0.14745,436.0,0.175937
17.2625,169.0,0.190465,-0.07385,550.0,0.406175
12.1162,177.0,0.11984,-0.04343,632.0,0.509414
56.4684,162.0,0.7122,-0.2139,585.0,1.87554
43.8699,256.0,0.32885,-0.19535,565.0,0.0619962
41.7865,153.0,0.54705,-0.33595,308.0,0.0242638
69.1433,204.0,0.62575,-0.3594,492.0,0.0477315
23.0508,169.0,0.259465,-0.16005,361.0,0.0175362
15.543,221.0,0.131565,-0.0698,545.0,0.296085
17.363,132.0,0.25203,-0.14785,285.0,0.00618492
61.2988,272.0,0.49255,-0.1638,777.0,1.69766
24.0067,200.0,0.222805,-0.1116,511.0,0.166853
32.2075,163.0,0.36585,-0.2187,409.0,0.0171729
63.0201,132.0,0.92245,-0.3776,378.0,0.466423
59.9189,157.0,0.7336,-0.30355,471.0,0.230462
43.5309,202.0,0.43305,-0.2433,439.0,0.109571
53.9572,152.0,0.68075,-0.29315,426.0,0.424631
49.6335,217.0,0.4113,-0.18685,701.0,0.894035
55.8788,205.0,0.52205,-0.2842,509.0,0.0566304
24.938,263.0,0.170415,-0.09015,675.0,0.232676
11.2809,188.0,0.112235,-0.05172,527.0,0.184657
63.32,169.0,0.71275,-0.30495,485.0,1.38149
60.7,111.0,1.1794,-0.2785,471.0,1.16719
12.8353,142.0,0.178325,-0.06968,459.0,0.281338
31.5509,172.0,0.3472,-0.11315,631.0,1.44004
23.057,192.0,0.219565,-0.08085,702.0,0.39015
16.9881,154.0,0.201015,-0.0913,475.0,0.0492883
25.3576,163.0,0.30382,-0.1464,407.0,0.0847575
42.3761,155.0,0.54255,-0.20755,447.0,0.221899
38.5994,193.0,0.35535,-0.1483,644.0,0.585436
65.8645,211.0,0.61,-0.31765,567.0,0.349714
58.6091,141.0,0.8364,-0.323,416.0,0.726359
96.0268,187.0,1.09515,-0.44985,476.0,0.260438
52.9502,202.0,0.4597,-0.286,486.0,0.0858555
16.0434,200.0,0.14538,-0.0464,765.0,0.61157
17.8524,193.0,0.161675,-0.0507,718.0,1.74857
38.7006,171.0,0.4107,-0.18645,523.0,0.125628
33.244,159.0,0.4034,-0.1981,377.0,0.112762
57.3548,188.0,0.60415,-0.20375,620.0,1.41497
48.8818,145.0,0.64075,-0.3524,340.0,0.0567176
61.8595,266.0,0.44895,-0.22265,652.0,0.462856
46.0886,246.0,0.3597,-0.1597,643.0,0.936956
36.8162,253.0,0.2933,-0.111,707.0,0.556378
35.2085,220.0,0.28425,-0.0987,776.0,1.76728
26.8758,156.0,0.32575,-0.1165,528.0,0.414826
33.1318,255.0,0.23015,-0.09355,785.0,1.85504
33.7234,162.0,0.38535,-0.192,448.0,0.0621968
19.4606,235.0,0.14535,-0.07775,622.0,0.177857
20.1767,173.0,0.210215,-0.06805,673.0,0.665913
56.5706,158.0,0.71,-0.2608,489.0,0.831869
11.9435,240.0,0.08793,-0.038725,720.0,0.260389
76.0948,165.0,0.94185,-0.2959,572.0,1.79869
26.5336,188.0,0.2565,-0.10165,610.0,0.651033
43.5855,193.0,0.433,-0.20335,490.0,1.46584
12.4461,231.0,0.096035,-0.053285,604.0,0.129524
79.605,195.0,0.78475,-0.37855,502.0,0.363765
27.6413,182.0,0.29505,-0.1012,641.0,0.386418
21.9582,206.0,0.191105,-0.10435,575.0,0.107553
46.3851,181.0,0.50865,-0.19775,524.0,1.0096
60.6939,200.0,0.5729,-0.25665,552.0,1.33909
25.0531,172.0,0.274885,-0.0905,622.0,1.30591
17.9983,156.0,0.21309,-0.08745,529.0,0.0327611
37.0377,177.0,0.4178,-0.16065,513.0,0.211506
67.2243,240.0,0.52765,-0.23675,660.0,0.289323
36.5768,297.0,0.24605,-0.10965,741.0,0.454565
81.8027,168.0,0.95175,-0.3568,539.0,1.26764
60.0234,177.0,0.6772,-0.3,462.0,0.527452
53.5864,192.0,0.56365,-0.29695,435.0,0.0349623
45.6284,156.0,0.5442,-0.24145,473.0,0.123857
32.6671,226.0,0.2801,-0.1335,594.0,0.242586
15.5409,141.0,0.21742,-0.0918,400.0,0.03037
16.9782,209.0,0.15095,-0.05405,713.0,0.697156
85.8677,231.0,0.64475,-0.3062,699.0,1.3813
52.5877,158.0,0.71985,-0.22275,502.0,1.53394
24.1832,194.0,0.220645,-0.0985,623.0,0.209294
41.6942,209.0,0.3863,-0.1402,653.0,1.33488
11.9656,154.0,0.15569,-0.075165,374.0,0.0356324
92.0853,188.0,0.98975,-0.4882,440.0,0.178746
38.7853,209.0,0.35825,-0.1219,698.0,1.27523
82.1665,185.0,0.898,-0.46545,426.0,0.389852
63.938,200.0,0.5996,-0.25035,626.0,0.419859
30.3754,160.0,0.3552,-0.1979,380.0,0.0176743
19.6595,224.0,0.15931,-0.06975,660.0,0.815585
63.8544,165.0,0.75,-0.3613,411.0,0.13236
76.9739,201.0,0.6905,-0.3611,541.0,0.391319
26.0684,129.0,0.40955,-0.2131,316.0,0.0134085
72.1699,144.0,1.08935,-0.4605,345.0,0.0528045
34.5111,287.0,0.222,-0.1073,746.0,1.2155
72.8212,198.0,0.72065,-0.25505,634.0,1.23059
68.1577,167.0,0.8048,-0.343,462.0,1.03527
41.1462,181.0,0.44435,-0.23055,433.0,0.056021
11.2829,183.0,0.114675,-0.04011,663.0,0.180777
50.6877,186.0,0.51435,-0.28815,431.0,0.0964311
59.7187,185.0,0.612,-0.39805,378.0,0.0172746
31.0713,160.0,0.3872,-0.1826,394.0,0.0904363
67.993,200.0,0.7067,-0.37215,441.0,0.135673
53.3694,185.0,0.51035,-0.2226,583.0,0.679041
98.4483,199.0,1.01645,-0.39205,556.0,0.92909
20.0347,207.0,0.18079,-0.12665,454.0,0.0163209
40.1249,198.0,0.4055,-0.1575,575.0,0.795537
47.468,232.0,0.37815,-0.20655,545.0,0.253645
39.3418,227.0,0.3092,-0.1646,585.0,0.277495
92.4278,210.0,0.86585,-0.38615,540.0,1.32785
66.4763,192.0,0.6311,-0.2953,545.0,0.208814
47.1076,153.0,0.6348,-0.3289,333.0,0.0119543
111.488,184.0,1.2979,-0.56635,451.0,0.191534
91.2644,208.0,0.8529,-0.4006,538.0,0.848477
29.4958,218.0,0.2475,-0.1141,627.0,0.43318
16.2109,244.0,0.10979,-0.04265,789.0,1.36555
71.1857,206.0,0.6358,-0.28115,597.0,1.19215
36.1259,195.0,0.35535,-0.22645,415.0,0.024021
82.4299,277.0,0.60395,-0.2288,755.0,1.52341
82.4169,191.0,0.822,-0.3976,521.0,0.0885572
46.904,238.0,0.33885,-0.15745,687.0,0.979474
40.6513,196.0,0.38635,-0.17735,552.0,0.46151
96.6401,196.0,0.97885,-0.4614,494.0,0.0978148
21.4886,138.0,0.31135,-0.16565,307.0,0.0113126
54.2795,177.0,0.57455,-0.2358,558.0,0.451906
28.022,257.0,0.1978,-0.12175,607.0,0.319406
55.0001,119.0,0.9269,-0.4262,292.0,0.0329856
38.9779,244.0,0.3176,-0.15985,602.0,0.173953
40.5456,272.0,0.25725,-0.13375,745.0,1.10757
37.2884,226.0,0.3037,-0.18035,560.0,0.102895
45.3213,192.0,0.4657,-0.27415,401.0,0.0931293
45.1481,183.0,0.4757,-0.2034,526.0,0.498704
14.3942,198.0,0.14386,-0.069995,506.0,0.186703
34.2439,142.0,0.4714,-0.25255,326.0,0.00558574
77.9602,280.0,0.5862,-0.27045,682.0,1.00044
39.4404,193.0,0.4399,-0.24955,421.0,0.0725734
59.7561,189.0,0.58215,-0.3757,431.0,0.0452105
30.5517,178.0,0.34015,-0.2224,355.0,0.0207309
62.9965,239.0,0.48245,-0.2197,679.0,0.642469
32.3058,195.0,0.30905,-0.10515,675.0,0.883952
19.2458,151.0,0.24765,-0.0967,470.0,0.0728214
34.3634,154.0,0.43145,-0.2067,409.0,0.104021
131.574,218.0,1.2436,-0.5161,604.0,0.17218
69.6766,143.0,1.00405,-0.47045,339.0,0.0812698
40.3594,182.0,0.4301,-0.2342,441.0,0.0317534
36.1515,184.0,0.384,-0.13435,613.0,0.989394
52.4276,194.0,0.5048,-0.2897,451.0,0.0593558
57.1701,133.0,0.84845,-0.3094,422.0,0.990653
12.4642,175.0,0.13566,-0.05177,571.0,0.304712
42.1995,201.0,0.3959,-0.1616,605.0,0.4957
54.3921,175.0,0.5636,-0.22985,576.0,0.895311
100.909,237.0,0.82395,-0.41045,604.0,0.79115
50.1029,199.0,0.4682,-0.2062,541.0,1.46381
71.1578,186.0,0.8192,-0.37355,456.0,0.0465988
26.8451,172.0,0.29755,-0.1542,438.0,0.0655465
53.0741,150.0,0.6865,-0.289,420.0,1.04477
102.174,152.0,1.3704,-0.77215,323.0,0.0638379
36.4247,123.0,0.56715,-0.2817,306.0,0.0223922
23.2795,142.0,0.311555,-0.1433,397.0,0.0815085
45.5949,184.0,0.45815,-0.2267,495.0,0.0524365
29.2422,228.0,0.2414,-0.12815,542.0,0.177852
105.068,201.0,1.29475,-0.3099,681.0,1.79473
54.7761,200.0,0.54595,-0.21965,550.0,0.782233
41.4116,167.0,0.45505,-0.2292,444.0,0.0592238
60.8847,203.0,0.55595,-0.35745,466.0,0.0511393
55.1418,199.0,0.5523,-0.3235,423.0,0.259369
94.6833,184.0,1.0655,-0.4627,464.0,0.732289
11.9975,123.0,0.199875,-0.08596,324.0,0.0221921
35.5675,179.0,0.3602,-0.21565,448.0,0.0321899
70.0429,138.0,0.9897,-0.43975,382.0,0.351851
15.1766,184.0,0.15906,-0.10454,362.0,0.0235634
31.0594,186.0,0.328,-0.17015,431.0,0.05013
23.33,205.0,0.202995,-0.07755,671.0,1.20185
13.5482,162.0,0.15846,-0.07587,450.0,0.127628
54.6354,234.0,0.3895,-0.18175,766.0,1.92659
30.9262,202.0,0.28255,-0.14215,556.0,0.179543
21.3044,204.0,0.189935,-0.05825,765.0,1.13785
28.2617,195.0,0.2576,-0.13065,562.0,0.148679
14.5171,115.0,0.267545,-0.1128,330.0,0.00848901
58.9535,173.0,0.662,-0.2556,533.0,1.29798
37.0409,168.0,0.41945,-0.2206,401.0,0.11919
10.9778,183.0,0.116395,-0.059325,454.0,0.026382
38.3252,164.0,0.435,-0.21945,439.0,0.138359
43.926,296.0,0.28295,-0.1136,798.0,1.31602
12.495,190.0,0.119015,-0.04398,648.0,0.766119
66.0152,172.0,0.7712,-0.35245,437.0,0.154122
55.7571,215.0,0.47525,-0.2543,552.0,0.272641
41.6979,190.0,0.43375,-0.25655,395.0,0.057487
23.0277,182.0,0.238995,-0.11155,496.0,0.414774
97.0602,157.0,1.42395,-0.40655,533.0,1.82389
29.2037,268.0,0.1945,-0.0887,745.0,0.953774
36.2261,185.0,0.38375,-0.20575,435.0,0.232764
65.5935,197.0,0.64885,-0.23565,607.0,1.81101
18.1899,187.0,0.17849,-0.0693,623.0,0.567739
35.9268,176.0,0.3933,-0.15075,574.0,0.277151
22.7813,166.0,0.26671,-0.1253,417.0,0.138597
102.297,198.0,1.1139,-0.4686,518.0,1.39529
98.8579,141.0,1.37195,-0.6156,373.0,0.183765
51.8048,256.0,0.4289,-0.16655,672.0,0.93817
52.1554,150.0,0.74505,-0.226,502.0,1.02496
36.0057,112.0,0.70515,-0.1743,458.0,0.951882
50.9989,195.0,0.5013,-0.2506,504.0,0.142741
31.7893,166.0,0.36505,-0.21605,388.0,0.0596509
21.1995,113.0,0.38469,-0.1515,307.0,0.0589284
35.86,144.0,0.51135,-0.29395,294.0,0.00962485
50.3631,222.0,0.44345,-0.2181,545.0,0.0716528
39.0479,192.0,0.38765,-0.2269,420.0,0.0240365
22.6753,177.0,0.247615,-0.1034,532.0,0.130214
70.3396,212.0,0.66155,-0.2699,574.0,0.543964
42.0383,167.0,0.48965,-0.2201,444.0,0.139958
38.5446,131.0,0.57105,-0.2611,362.0,0.0379949
90.6052,171.0,1.0956,-0.4372,462.0,0.503931
95.7884,194.0,0.96835,-0.4352,510.0,1.57285
80.9129,173.0,0.8682,-0.50135,394.0,0.066384
92.9209,222.0,0.7843,-0.29815,715.0,1.51722
23.7057,177.0,0.250435,-0.09425,616.0,0.12978
28.7436,177.0,0.28615,-0.0798,791.0,1.45494
31.2454,230.0,0.24135,-0.08635,766.0,1.86014
58.9066,207.0,0.5407,-0.26745,514.0,0.43313
63.5281,171.0,0.7154,-0.335,444.0,0.0989201
57.5282,179.0,0.67345,-0.32625,414.0,0.0312484
38.8678,156.0,0.48295,-0.18785,492.0,0.983159
38.2532,153.0,0.4809,-0.22075,399.0,0.0487703
67.1264,211.0,0.5819,-0.26905,583.0,0.214087
42.8725,203.0,0.3922,-0.22265,473.0,0.224458
27.5339,168.0,0.3252,-0.14675,446.0,0.0712155
49.5542,159.0,0.6214,-0.20815,534.0,1.18776
17.2333,206.0,0.14706,-0.067,619.0,0.457197
16.1865,215.0,0.13199,-0.04965,718.0,0.902587
19.6357,169.0,0.221935,-0.12105,417.0,0.012017
26.3032,204.0,0.23495,-0.0899,663.0,1.06486
35.4095,150.0,0.46165,-0.1935,426.0,0.110194
15.961,138.0,0.22556,-0.0959,428.0,0.01349
29.1737,138.0,0.41445,-0.12615,495.0,0.803559
41.4023,174.0,0.4674,-0.2189,464.0,0.134575
28.0859,151.0,0.365,-0.22855,304.0,0.0117982
27.1004,208.0,0.24534,-0.10705,618.0,0.195474
50.571,232.0,0.38445,-0.1773,680.0,0.707107
17.9369,163.0,0.20862,-0.09745,446.0,0.101235
125.905,210.0,1.2562,-0.58505,523.0,0.10877
48.0428,135.0,0.66315,-0.2579,395.0,0.158709
