PCa,Jup,[TRPN],Gncx,"INaCa,SS",CaMKo,[BSL],aCaMK,bCaMK,"tau,diffCa","Tref,v","TRPN50,v","nTm,v","nTRPN,v","kTRPN,v","rs,v","rw,v","Aeff,v","ku,v","beta1,v","beta0,v","gamma,s,v","gamma,w,v","phi,v","ca50,v","nu,v","mu,v"
7.42288e-05,1.45733,0.0789987,0.00163761,0.278603,0.0523265,1.23288,0.0561885,0.000669557,0.258219,145.013,0.489469,2.09624,2.73726,0.131918,0.210134,0.428675,20.6832,0.0293064,-2.14215,1.71631,0.00732687,0.415691,2.96723,1.12963,3.55414,2.14
0.000133477,1.42223,0.0964522,0.00299333,0.683029,0.0375861,1.03073,0.0330451,0.000773176,0.162237,108.163,0.255318,1.37758,2.42223,0.0962965,0.208034,0.337036,27.4019,0.0263154,-1.62002,1.92489,0.0118131,0.724099,1.848,0.685275,9.81785,4.08231
0.000118183,1.33858,0.075166,0.00221732,0.223512,0.0436679,1.07987,0.0286082,0.000502879,0.116922,172.664,0.486355,2.86606,1.61495,0.113008,0.242247,0.405291,30.0452,0.0114089,-3.33229,2.95559,0.00939639,0.792076,2.51865,0.927576,4.81465,4.35023
8.24971e-05,0.950507,0.0818384,0.00123131,0.947855,0.0451721,1.66631,0.0386603,0.000717343,0.203283,62.4588,0.33013,2.19329,2.34197,0.13036,0.339097,0.642273,36.3103,0.0190787,-2.9892,2.73674,0.00618692,0.538342,3.16922,0.950298,7.7058,2.86001
7.94982e-05,1.2634,0.0700187,0.00136283,0.289011,0.0740518,0.993278,0.0280012,0.000947527,0.289903,109.529,0.442406,1.66049,2.62496,0.0514084,0.268307,0.331794,36.8735,0.0159287,-3.27327,1.80801,0.00581158,0.453486,1.56754,0.785767,8.95215,3.84378
8.14088e-05,0.670872,0.0863147,0.000988699,0.407028,0.0528851,1.01969,0.0465754,0.000946187,0.155928,114.119,0.186438,2.44997,1.78833,0.139319,0.321609,0.567898,27.0538,0.0126527,-3.03653,2.60852,0.0118736,0.357151,2.25355,1.08209,4.2726,3.41508
8.43345e-05,1.0521,0.0967879,0.00132659,0.640111,0.035214,1.2301,0.0678973,0.000859479,0.227481,69.3329,0.523191,2.32494,1.10372,0.0663626,0.302736,0.66038,28.0317,0.0148873,-1.61938,1.25516,0.00829716,0.67023,1.87231,1.12764,9.74793,3.21529
0.000126037,0.735894,0.094344,0.00169134,0.775292,0.0494351,0.966348,0.0307225,0.000444242,0.103431,171.507,0.260981,1.74465,2.30378,0.0563915,0.188985,0.56671,27.6613,0.0204683,-1.60415,2.15513,0.00450683,0.455681,1.31741,1.16971,9.2712,4.36431
0.000103958,0.890928,0.0420898,0.00194146,0.336218,0.026777,0.774449,0.0676958,0.000897211,0.26728,104.45,0.329824,2.46502,1.86724,0.10407,0.227663,0.34997,13.2022,0.0230226,-1.59064,2.94561,0.012385,0.313522,1.7618,0.685077,6.21135,2.53743
0.000131711,1.10572,0.0981798,0.00254595,0.411944,0.0458384,0.801499,0.0543418,0.000882933,0.26548,119.468,0.225601,2.20132,2.74053,0.0899593,0.196483,0.527865,25.2997,0.016281,-2.8877,1.39918,0.00629241,0.45925,2.40417,0.880257,3.65415,3.72872
9.93177e-05,1.47588,0.0944156,0.00216316,0.563654,0.0377449,1.65543,0.0360359,0.000712322,0.193566,68.0484,0.247414,2.08645,1.72978,0.111281,0.235852,0.517208,17.03,0.0300862,-2.86284,2.65821,0.00555651,0.346313,1.77498,0.989564,9.74415,3.15279
0.000135155,0.937459,0.0614769,0.0023736,0.503644,0.0300737,0.593459,0.0452357,0.000771468,0.147759,163.65,0.500016,1.2352,2.7773,0.0656615,0.13548,0.711089,23.7178,0.0197802,-2.60509,3.04715,0.0122614,0.83868,1.64743,0.482486,8.16827,2.9885
7.6634e-05,0.822054,0.093852,0.00128203,0.242605,0.0347236,1.6311,0.0747367,0.00064791,0.178867,162.498,0.209643,1.62552,2.30977,0.125799,0.333833,0.481572,19.4715,0.0110334,-2.67749,2.5373,0.00792815,0.678176,1.38686,1.10704,5.59678,2.09917
7.76232e-05,1.04606,0.0703834,0.00226125,0.322549,0.037246,1.67015,0.0632766,0.000874933,0.126292,140.111,0.400184,1.59689,2.68217,0.131941,0.145102,0.563822,15.0915,0.0117501,-1.58913,1.55495,0.00725772,0.471771,2.09256,0.628761,7.40108,2.5596
0.00011859,1.06418,0.0964795,0.00139014,0.299377,0.0398303,1.09279,0.069191,0.00092853,0.167471,111.646,0.287259,2.60031,1.34718,0.128593,0.213206,0.439982,34.1015,0.0301948,-2.99619,2.03903,0.0122156,0.652365,2.65363,1.07409,4.76954,3.36894
8.02989e-05,1.49417,0.0810984,0.00164763,0.311045,0.0456169,1.41834,0.0552153,0.000838238,0.281965,107.177,0.338819,1.63941,1.91522,0.086924,0.295962,0.386067,23.4692,0.0189937,-3.59067,1.90239,0.00472597,0.909359,1.65439,1.13542,7.76962,2.19409
0.00012932,1.10863,0.0697723,0.00275618,0.238245,0.0319685,1.22019,0.0422286,0.000348074,0.16379,122.486,0.316639,1.54502,2.27427,0.128605,0.370063,0.553263,18.3913,0.0295576,-1.74994,1.30747,0.012499,0.791968,3.18132,1.04992,8.63066,2.41763
9.25851e-05,1.23316,0.092845,0.00171022,0.721332,0.0687656,1.47595,0.0456999,0.0008795,0.124528,75.9113,0.439302,2.9992,1.43666,0.10871,0.138537,0.474353,13.4124,0.012862,-2.78308,1.64184,0.0122296,0.49877,2.01439,0.801284,9.29465,3.85199
0.000101925,1.43342,0.0900494,0.00372494,0.262352,0.0292929,1.27632,0.0514012,0.000681923,0.165809,176.159,0.268228,1.69442,2.79981,0.0863464,0.178345,0.603272,22.95,0.0221261,-3.03675,2.11319,0.00618069,0.642444,2.8873,0.450342,4.23047,3.64761
0.00010005,1.1292,0.08745,0.00137502,0.914301,0.0301172,1.3177,0.0720947,0.000398515,0.109338,168.545,0.349328,1.5551,2.82094,0.108637,0.166267,0.328867,14.861,0.0253791,-2.93161,1.17503,0.00726879,0.665186,3.15681,0.789371,3.59205,4.09751
9.43383e-05,1.12619,0.0856942,0.00190091,0.441035,0.0317981,1.42534,0.0344559,0.000964449,0.24199,74.1858,0.273096,2.69697,2.20982,0.05008,0.139114,0.511227,22.3299,0.0192043,-2.35695,3.01699,0.0110852,0.69803,1.72426,0.413129,8.49958,2.75408
8.00657e-05,1.24955,0.0705474,0.00122749,0.416298,0.028422,1.05309,0.03644,0.000852511,0.105752,80.3993,0.310963,1.30345,2.88501,0.129891,0.13609,0.732135,34.2358,0.0269127,-1.96041,3.34768,0.00782868,0.602271,2.43829,0.611319,4.07687,2.26712
0.000112208,1.35797,0.086251,0.0012309,0.605284,0.0356133,1.11787,0.027089,0.00086645,0.186143,71.291,0.489214,1.23941,2.31458,0.0966199,0.147334,0.724207,25.5991,0.0265063,-2.21903,2.46386,0.00636409,0.552248,1.89461,0.896911,8.61175,4.49137
0.000139067,1.27947,0.0705451,0.0025001,0.772811,0.0306081,1.26909,0.0544732,0.000953475,0.159785,83.1756,0.435257,1.90853,2.77751,0.0921589,0.288307,0.422165,30.398,0.0195113,-1.92267,1.52804,0.00709815,0.855218,1.99612,0.461826,8.23541,3.61768
0.000104324,1.17783,0.0673337,0.00212931,0.629593,0.0391343,1.0745,0.0373325,0.000996333,0.243625,174.482,0.284643,2.86543,2.05509,0.126873,0.28688,0.472244,24.1175,0.0246911,-2.0186,1.99786,0.0073931,0.419312,3.00734,1.09432,8.91217,3.54014
0.000140696,1.42252,0.0836072,0.00334458,0.681119,0.0687272,1.12255,0.026201,0.000873851,0.110358,70.1173,0.417309,1.55507,2.26541,0.0749846,0.137785,0.709106,17.5982,0.0192497,-3.33863,3.36529,0.0125435,0.829259,2.72995,1.15122,8.01024,3.87424
9.48176e-05,0.777535,0.0403632,0.00125871,0.323394,0.0309905,0.966268,0.0491548,0.000742766,0.292086,73.9427,0.406727,2.27083,2.61293,0.107963,0.189519,0.561675,21.0556,0.0222745,-2.77827,1.84168,0.0123823,0.31154,2.40199,0.970045,6.00392,4.28816
0.000125311,0.805066,0.0964384,0.00175747,0.782447,0.0628529,0.723769,0.0329343,0.000570911,0.119598,70.3441,0.346501,2.77269,2.36645,0.125429,0.184583,0.493503,31.1549,0.0191267,-2.53444,2.37059,0.00656885,0.426137,1.97355,0.53421,8.55027,2.25427
8.69948e-05,1.20518,0.0882692,0.00128224,0.709466,0.0274956,0.881374,0.0314339,0.000587428,0.285835,121.042,0.453259,2.54364,2.84813,0.0553509,0.257302,0.692357,34.2834,0.0111445,-3.05989,2.99936,0.00425532,0.677057,2.22894,0.620914,6.44313,2.53895
7.82071e-05,1.05186,0.0765676,0.00117725,0.382417,0.0393084,1.62234,0.0512093,0.000876066,0.127462,94.5837,0.373816,2.30146,1.78557,0.109369,0.28037,0.648917,32.9492,0.0304689,-1.53633,1.29554,0.0119112,0.878376,1.64993,1.11061,8.02201,1.65471
0.000126152,0.681204,0.0870838,0.00134508,0.278946,0.0736419,1.08162,0.0384682,0.000730897,0.259138,152.471,0.370083,2.33251,1.60944,0.107791,0.224852,0.709399,31.2286,0.0107396,-1.68434,1.39405,0.00899541,0.582063,2.05633,0.97845,6.6773,3.81865
0.000113795,1.33997,0.0978885,0.00185815,0.377527,0.0553535,1.34766,0.04023,0.000760547,0.109065,90.9969,0.509265,2.58421,1.99306,0.119248,0.340274,0.619979,27.1175,0.0165911,-2.36146,2.53768,0.0105394,0.556494,1.97087,0.597555,8.94752,4.40173
6.07822e-05,1.13271,0.0812146,0.000912273,0.599192,0.0483668,0.700432,0.0493628,0.000846218,0.163887,147.921,0.506404,2.73179,1.95772,0.115499,0.209964,0.330815,33.7487,0.0298826,-3.28611,1.73877,0.0043024,0.727206,2.13435,0.959955,4.02806,3.20462
0.0001246,1.09942,0.0818955,0.00134158,0.630407,0.0352459,1.53896,0.0417592,0.000763076,0.165341,156.52,0.325079,2.27488,1.87135,0.117565,0.145607,0.426744,24.7229,0.0207835,-1.36833,2.91102,0.00680977,0.858651,1.16937,0.923965,5.41126,4.49716
0.000117881,1.45969,0.087266,0.00312244,0.27621,0.0499707,0.819711,0.0623688,0.000905037,0.165168,150.393,0.275733,1.74383,2.54576,0.112572,0.13438,0.390131,24.6285,0.0156909,-2.73887,1.70283,0.00633519,0.42226,2.71053,0.505399,9.16827,2.8192
0.000137032,1.40328,0.104049,0.00169507,0.690665,0.0479608,1.44912,0.0453455,0.000478364,0.262717,165.987,0.509438,2.49101,2.6712,0.0508503,0.151169,0.307199,31.3648,0.0131178,-2.59044,1.78304,0.00554523,0.912345,1.93051,0.544,3.7216,3.64422
0.000117919,0.743734,0.102496,0.00140139,0.66284,0.0631278,1.15952,0.050665,0.000699465,0.17709,148.927,0.282133,1.60563,2.62233,0.133854,0.310892,0.433979,35.5601,0.0311414,-2.8842,2.68635,0.00776623,0.731883,1.47941,0.643514,6.52149,2.20525
0.000113314,0.855928,0.0893595,0.00148521,0.718055,0.0437919,1.07541,0.0520166,0.000862742,0.108032,91.1243,0.397505,1.7995,2.59186,0.143607,0.290583,0.250733,37.4161,0.0291566,-3.43264,2.17298,0.00584002,0.425868,1.325,1.00484,8.70587,3.06701
0.000126288,1.39926,0.0890498,0.00199622,0.39357,0.0483815,0.733744,0.0476983,0.000913715,0.234621,124.783,0.371016,1.64775,2.88141,0.0682069,0.35023,0.282187,36.019,0.028948,-2.77015,2.54128,0.0043787,0.789258,2.29611,0.986488,8.03339,1.85825
9.21595e-05,1.19543,0.0867854,0.00160685,0.696625,0.0484613,1.49509,0.0356817,0.000893586,0.123185,62.874,0.431328,1.98833,1.95814,0.142853,0.187605,0.282256,19.9599,0.0312818,-2.66755,2.11446,0.00863317,0.842499,2.56209,0.44034,8.38903,1.54679
9.43885e-05,1.24442,0.090441,0.00112984,0.544534,0.0693359,1.54853,0.0275178,0.000817799,0.170199,101.778,0.221932,2.69334,1.84881,0.0705741,0.160311,0.327132,14.1822,0.0282413,-1.60965,1.18346,0.00527416,0.529174,1.96353,1.02228,5.74911,2.55197
0.000127454,0.911502,0.0993269,0.00144634,0.254181,0.0434479,1.43038,0.0382957,0.00036798,0.249879,160.963,0.391744,2.18048,2.03045,0.0977054,0.321095,0.731546,31.2271,0.0220513,-1.99876,3.28196,0.0114174,0.613706,2.21281,1.12474,6.20833,2.83829
0.000127238,0.884242,0.0655897,0.00138817,0.736842,0.0307146,1.41135,0.0462003,0.000821765,0.191708,82.647,0.421196,2.72022,2.39,0.106297,0.194686,0.512112,34.14,0.0232848,-2.62845,3.41101,0.00654869,0.556896,2.69403,0.655169,8.34785,3.58748
7.91279e-05,1.15438,0.0777418,0.0016596,0.254309,0.0463911,1.04742,0.0294466,0.00053474,0.256582,156.107,0.483766,1.30238,2.2713,0.0608455,0.282985,0.507754,25.3076,0.0224713,-2.12464,1.90978,0.0104201,0.868036,3.05633,0.879401,7.33641,3.79041
0.000106708,1.20979,0.09064,0.0018069,0.945462,0.0590738,0.736927,0.0293077,0.000710226,0.216039,109.391,0.335404,1.69073,2.76309,0.12773,0.270117,0.737997,20.7532,0.0180179,-2.14428,1.84964,0.00879573,0.600352,3.2859,0.898886,4.00448,2.73711
0.00012255,0.568174,0.0862146,0.00139635,0.854646,0.0465879,0.748056,0.057408,0.000531536,0.140525,119.763,0.36053,2.0709,2.01645,0.0876772,0.222225,0.323826,26.3882,0.0184333,-2.79827,2.15097,0.00695904,0.859681,2.23899,0.811576,8.85019,3.27095
0.000100285,1.29203,0.0964971,0.0018406,0.209147,0.0468126,1.06444,0.0396649,0.000723472,0.231345,159.369,0.29068,2.41236,2.09799,0.109454,0.185511,0.304587,34.2559,0.0154406,-1.74851,2.59653,0.00628539,0.905556,2.02236,0.901007,4.92976,3.32364
0.000124821,0.697566,0.0672756,0.00159823,0.779786,0.0251128,0.758106,0.0472557,0.000368714,0.121317,69.462,0.339457,1.6892,2.18248,0.0693612,0.168517,0.513501,33.8494,0.0241921,-1.83488,1.33745,0.0114772,0.336063,1.91108,1.15355,4.75814,2.60738
6.79923e-05,0.791234,0.103218,0.00109138,0.303848,0.062814,1.09775,0.0740787,0.000850005,0.244793,105.122,0.274703,1.06879,2.48824,0.148252,0.198126,0.713889,16.659,0.0161086,-2.8105,2.34507,0.00838098,0.794775,1.36312,0.909809,9.32906,3.7854
0.000113801,1.36638,0.0903284,0.00192363,0.288307,0.0621711,1.18106,0.0410025,0.000976699,0.235256,83.5806,0.524488,2.30652,1.46602,0.0744934,0.247017,0.255495,35.2618,0.0105635,-3.21634,1.57737,0.0121239,0.647418,2.70321,0.904345,9.22857,3.04306
7.62073e-05,1.48251,0.088333,0.00121984,0.624243,0.0285915,1.2186,0.052614,0.000723205,0.225832,61.542,0.302553,1.65203,1.81691,0.0693369,0.323883,0.323963,13.1518,0.0184887,-2.90387,1.70295,0.00999851,0.340403,2.11735,1.02187,7.90341,2.78838
8.74763e-05,1.14986,0.0698068,0.00114291,0.793799,0.0259025,1.57901,0.0513818,0.000518308,0.192837,104.604,0.50032,2.26028,2.53193,0.104564,0.348774,0.524151,35.9612,0.0106486,-1.31973,2.00357,0.00953475,0.663508,1.3032,0.981955,8.31812,3.4605
0.000118474,0.984468,0.0808038,0.00195831,0.521123,0.0304612,1.20911,0.0573522,0.000762382,0.137438,75.9719,0.257255,1.32389,1.96965,0.133198,0.343074,0.600929,20.9095,0.0200267,-2.03726,2.35253,0.00854339,0.348594,1.25837,1.16337,7.9905,2.6984
7.71571e-05,1.15023,0.082471,0.00125365,0.919176,0.0427553,0.595452,0.037267,0.000843539,0.161091,99.6163,0.494549,1.97979,2.1929,0.066391,0.332708,0.646965,19.9371,0.0189596,-2.7367,1.75939,0.00874423,0.631506,2.09581,0.745058,10.2157,3.90283
6.44832e-05,1.42439,0.0831162,0.00114896,0.394422,0.0342719,0.853144,0.0315874,0.000596169,0.103692,80.4007,0.478673,2.88821,2.45022,0.105965,0.325541,0.462118,32.2658,0.025945,-2.30712,3.29856,0.00602118,0.771587,2.57938,0.809206,7.64404,2.84253
0.000102428,1.2843,0.0934822,0.0032438,0.488596,0.042109,0.690177,0.0502593,0.00100462,0.131347,160.704,0.511689,1.36527,1.96189,0.0684924,0.296521,0.663827,14.4976,0.023585,-2.3204,3.05816,0.00900105,0.430441,2.58545,1.00894,10.0291,4.39741
0.00013487,1.37313,0.0724453,0.00299348,0.280714,0.0382313,1.65571,0.0544964,0.000931653,0.253015,135.395,0.458776,1.69159,2.57337,0.0563598,0.325205,0.373823,36.1612,0.0226799,-1.57673,2.98892,0.00780493,0.748767,2.3636,0.728169,9.75642,4.19059
8.7398e-05,0.717253,0.0785101,0.00109372,0.421452,0.0499399,1.34905,0.052604,0.000923198,0.226755,159.044,0.501107,2.17435,2.7348,0.13998,0.144384,0.375686,24.629,0.0125242,-2.50283,1.81114,0.0103243,0.390215,2.28222,1.03525,6.53583,3.939
0.000146271,1.00047,0.089704,0.00267861,0.319306,0.0703174,1.4073,0.0478778,0.000850885,0.151907,60.4626,0.518371,2.49483,1.80499,0.050538,0.279407,0.454967,27.5184,0.0244448,-2.53064,1.52887,0.00835923,0.415806,2.25577,0.566376,6.3354,1.93463
0.000139354,0.946602,0.0901613,0.0018904,0.673272,0.0289695,1.24018,0.057507,0.000431978,0.144331,152.134,0.328917,1.98652,1.78239,0.129521,0.311145,0.47202,36.0533,0.0150215,-1.43467,2.79885,0.00498739,0.354842,2.30044,1.05629,10.3528,2.12888
4.85208e-05,1.34482,0.0961397,0.000997678,0.841392,0.0416755,0.832528,0.038255,0.000877826,0.128383,92.2434,0.399578,2.81964,1.7666,0.0833559,0.242837,0.395548,17.9008,0.0215132,-2.36851,2.09649,0.0116272,0.696622,3.17815,0.787011,9.89726,3.41029
0.000143127,1.04326,0.0814977,0.00291763,0.374848,0.0320105,0.908979,0.0349331,0.000697986,0.110757,178.348,0.438381,2.80309,2.73401,0.0567269,0.332135,0.592074,15.234,0.0266991,-3.34268,1.80126,0.00762675,0.553164,2.29706,0.414963,3.81437,3.29115
0.000127946,1.33758,0.104469,0.00160888,0.505752,0.0425336,0.728488,0.0647355,0.000487766,0.192843,115.824,0.480417,2.60418,1.65034,0.0657757,0.179362,0.605674,32.7375,0.0247921,-2.97088,2.75241,0.00705165,0.833348,2.33024,0.906854,10.2154,1.89852
0.000141334,0.980765,0.0889948,0.00200091,0.895874,0.0655201,0.850527,0.034823,0.000573695,0.219437,144.748,0.517099,2.78431,1.41088,0.0954997,0.205985,0.298671,32.6803,0.0260762,-3.04703,2.26526,0.00572393,0.856785,2.41317,0.679559,8.14441,3.35525
0.000117621,0.972673,0.0840018,0.00195946,0.469364,0.0368473,0.761141,0.0435119,0.000524611,0.156807,64.6485,0.255359,2.15547,2.5534,0.0972043,0.161767,0.359518,24.3815,0.0163015,-3.51325,3.20112,0.0111624,0.426038,1.15104,0.88899,5.85511,3.42292
3.56107e-05,1.48232,0.0802626,0.000899824,0.384599,0.0663583,0.956699,0.0468137,0.000808371,0.178634,140.803,0.406951,2.38255,2.01989,0.0874652,0.303327,0.492084,35.832,0.0141338,-2.09213,1.42707,0.00701923,0.579238,1.16692,0.881457,4.40149,3.43468
0.00013214,0.91618,0.0743512,0.00201434,0.579425,0.0409761,1.64734,0.0517552,0.000858737,0.105331,81.1135,0.200299,2.22406,2.15338,0.149594,0.317562,0.46107,28.016,0.0181308,-2.63954,1.84351,0.00875724,0.350123,3.02068,0.834606,7.35046,2.09138
0.000131778,1.33054,0.0942447,0.00193407,0.546431,0.0286959,0.985297,0.0372491,0.000505348,0.209954,66.3919,0.431035,1.89007,2.66871,0.0510669,0.30761,0.672831,16.8082,0.0114243,-2.4537,3.09885,0.00861653,0.430046,2.30038,0.490025,8.26545,3.09692
8.54497e-05,0.761914,0.0931818,0.00224767,0.255706,0.0719115,0.744518,0.0518338,0.000961032,0.18584,171.061,0.253673,1.9488,2.36562,0.122957,0.36877,0.276003,21.0213,0.0276781,-3.18006,2.28167,0.0119917,0.88435,2.68329,0.821185,4.8805,2.97831
6.34786e-05,1.12674,0.0853977,0.00148954,0.474504,0.0637035,0.853093,0.0402179,0.000596246,0.182188,111.022,0.294875,2.65816,2.59386,0.0641796,0.130842,0.735191,26.9472,0.0285451,-2.10286,1.76785,0.00481972,0.776702,1.48967,1.03081,9.98908,3.6688
0.000145903,1.29609,0.0727584,0.00236265,0.808867,0.0355897,0.796368,0.0338225,0.000341536,0.226407,64.5075,0.403283,2.15232,2.35272,0.0831705,0.125086,0.698839,14.5255,0.0283876,-1.51994,1.85192,0.0108094,0.325031,3.29038,0.74504,4.60621,2.8056
0.00010975,1.00206,0.0787998,0.00200877,0.338977,0.0495066,1.28827,0.0642944,0.000933812,0.223049,91.6219,0.230614,1.64042,2.13392,0.0588363,0.21343,0.304143,30.522,0.0144562,-2.27593,2.94222,0.00671899,0.642429,2.52098,1.01406,9.20945,4.47605
0.000140092,0.863995,0.0944824,0.00228606,0.355933,0.0392212,0.949007,0.0558725,0.000847458,0.239139,140.596,0.191472,2.15492,2.71527,0.114201,0.316439,0.400639,23.9638,0.0280949,-1.29939,1.99172,0.00915326,0.852454,1.69039,1.08758,8.35112,2.24036
0.000136665,1.35046,0.0900285,0.00210132,0.909879,0.0388788,0.821018,0.0434961,0.000645986,0.265912,92.4334,0.262571,2.54513,2.24268,0.0618738,0.327493,0.433213,30.1596,0.0112289,-2.27544,2.2331,0.00932601,0.621552,2.50235,1.09585,9.1512,2.85028
0.000130413,1.24987,0.0746985,0.00206053,0.336719,0.0577033,1.36217,0.0385954,0.000592047,0.270033,124.68,0.422965,2.25131,2.45906,0.138659,0.33917,0.424616,26.9049,0.022053,-2.91085,2.49346,0.00693923,0.734672,2.7122,0.767331,5.36216,4.46162
0.000115331,1.23341,0.0536445,0.00213091,0.741506,0.0309025,1.27322,0.0393067,0.000648281,0.134165,106.057,0.512226,2.30311,1.13423,0.14146,0.301376,0.562563,34.1556,0.0143804,-1.23848,2.40402,0.0119842,0.850529,1.77276,1.06137,9.11116,1.91286
0.000107055,1.15732,0.0783196,0.00226429,0.204806,0.068666,1.57216,0.032671,0.000774769,0.108689,102.808,0.345534,2.20817,2.11327,0.0867165,0.21732,0.469411,23.1347,0.0228479,-2.02965,2.60973,0.00988154,0.384441,2.586,0.989179,4.35837,2.08259
0.000126356,0.968312,0.0911792,0.00225217,0.666678,0.0599651,0.673347,0.0331815,0.000633671,0.266543,152.761,0.192184,2.50592,2.00005,0.127645,0.31671,0.459563,37.4432,0.0126657,-2.8409,1.90693,0.00457757,0.835805,1.90666,0.869693,4.07864,3.07756
9.51118e-05,0.953036,0.10449,0.00137674,0.666315,0.0539155,1.22041,0.033274,0.000522005,0.109627,71.3506,0.523133,1.35804,2.47023,0.103616,0.262291,0.603679,33.2948,0.0303545,-1.77382,3.03229,0.00718384,0.829084,2.43326,0.956274,5.81031,3.36498
0.000113429,1.00155,0.0924225,0.00138983,0.635365,0.0586373,1.42882,0.0286535,0.000837029,0.288567,106.004,0.510251,2.51661,2.55319,0.0995441,0.256397,0.318338,25.3409,0.0308029,-1.77602,1.77514,0.00526056,0.811226,1.32262,0.88648,7.10566,3.73113
0.000108495,1.33521,0.0635085,0.0021033,0.478224,0.0318051,1.58953,0.0503636,0.000761663,0.262946,107.992,0.317097,2.73298,1.91723,0.145887,0.339315,0.717588,14.1538,0.0124577,-2.56836,3.11871,0.00524296,0.818097,1.52498,0.725092,6.79461,2.80714
0.000144012,1.07108,0.0979577,0.00329582,0.499607,0.0300302,0.849965,0.0509178,0.000960892,0.119243,86.6477,0.459101,2.5161,2.57662,0.0895767,0.336834,0.513192,23.9061,0.0172886,-2.42284,1.74134,0.00585222,0.860079,2.95041,0.809545,10.4124,2.71121
3.9975e-05,1.46614,0.0796084,0.00100846,0.39691,0.0327469,1.35268,0.033643,0.000618864,0.211575,155.147,0.222924,2.44299,2.03644,0.0815482,0.154847,0.663312,20.561,0.0273216,-2.06729,2.15242,0.00783898,0.687921,1.98149,1.07585,7.60945,1.66972
0.000145892,1.29231,0.0830565,0.00204695,0.692243,0.0361263,0.657947,0.0516699,0.000897677,0.137689,117.277,0.330574,1.61491,2.76882,0.0748552,0.238989,0.540758,25.6308,0.0247358,-2.31085,1.90196,0.00686511,0.700068,2.73108,1.14787,10.1207,1.94806
0.000113585,1.30007,0.0718701,0.00232103,0.768287,0.0278478,1.06039,0.0622502,0.000771339,0.119873,102.3,0.407326,1.03056,2.68052,0.132438,0.36892,0.329298,24.3218,0.017778,-2.15118,2.75516,0.009709,0.859187,2.48417,0.74625,8.62537,2.80268
0.000102874,0.920168,0.0814771,0.00194477,0.437587,0.0547706,1.64881,0.0309345,0.000974566,0.172229,136.988,0.337077,2.39091,1.89911,0.138828,0.16976,0.467278,30.3048,0.0146171,-2.10714,2.98401,0.00693144,0.49824,2.12224,0.639931,8.41731,3.36165
0.000128477,0.77214,0.095835,0.0018453,0.610727,0.0647015,0.661733,0.0387437,0.000643655,0.124037,158.462,0.380283,1.55623,2.93981,0.0757459,0.190466,0.681787,25.506,0.0260354,-1.9993,1.26443,0.0127134,0.630803,2.60664,0.799232,4.44899,3.11313
9.37045e-05,1.46859,0.100573,0.00344583,0.371017,0.0607392,1.45071,0.0373421,0.000834739,0.104664,131.5,0.282009,2.97958,1.14718,0.119654,0.290237,0.477016,28.0309,0.0128768,-2.76859,2.43356,0.00697391,0.400883,1.61264,1.04893,5.69538,4.44596
0.000118358,1.44652,0.091226,0.00188984,0.728906,0.0417496,1.37429,0.0298293,0.00069412,0.124966,136.928,0.325568,2.61545,2.48636,0.14834,0.13996,0.525912,36.2416,0.0308236,-2.91529,2.52942,0.00844978,0.831118,2.83247,0.606493,6.11624,3.44336
0.000131851,0.889605,0.104544,0.00143154,0.307246,0.0649234,1.36941,0.0519157,0.000739756,0.157271,147.521,0.233192,2.54359,1.79216,0.125901,0.30336,0.583756,27.5372,0.0226933,-3.46756,1.90855,0.00610018,0.44223,1.84958,0.773931,9.0784,2.62718
8.31504e-05,0.828246,0.0674245,0.000989316,0.469935,0.0290198,0.94308,0.0431312,0.000846265,0.162073,75.9803,0.419482,2.64956,2.11705,0.0577327,0.339095,0.330307,29.9858,0.0284512,-3.01916,2.0278,0.0110675,0.679929,3.2042,0.569478,8.1735,4.39059
0.000103429,1.20325,0.0886751,0.00334306,0.222364,0.0383611,0.838252,0.0555535,0.0010171,0.199275,81.9672,0.318782,2.85712,2.5412,0.0619635,0.220589,0.37788,28.153,0.0154057,-2.88012,2.75292,0.00773291,0.719311,1.18197,0.519123,5.92168,2.92303
7.07098e-05,1.4132,0.0829768,0.00221406,0.360279,0.043415,0.847168,0.0384223,0.000623561,0.171139,127.768,0.346,2.46771,1.8152,0.0676941,0.282549,0.60042,26.6691,0.0180561,-2.14626,3.04515,0.00819547,0.493344,1.66357,0.5113,6.48722,2.80792
0.000106429,0.718147,0.0891595,0.000918916,0.759873,0.0650583,1.60931,0.0605692,0.000915367,0.155725,69.4987,0.251353,2.45958,2.64774,0.0536917,0.339279,0.526563,36.7411,0.0140502,-1.93094,1.66667,0.0100751,0.720872,2.22852,0.685178,10.3681,1.94075
9.47422e-05,0.95582,0.0966931,0.00181527,0.355795,0.0451042,1.17923,0.0555449,0.000600741,0.292757,124.414,0.431354,2.99868,2.12241,0.0594357,0.232464,0.377222,28.7917,0.0224653,-3.12619,2.74732,0.0125892,0.81743,1.735,0.804221,6.50664,2.78626
0.000135112,0.714911,0.0755706,0.00183889,0.35332,0.0485491,0.939351,0.0558111,0.000588182,0.136812,153.305,0.496783,2.32144,2.0914,0.14361,0.262702,0.358639,27.6815,0.0160225,-2.27773,2.61061,0.0106052,0.542896,2.9459,1.1372,8.76372,2.28956
