PCa,Jup,[TRPN],Gncx,"INaCa,SS",CaMKo,[BSL],aCaMK,bCaMK,"tau,diffCa","Tref,v","TRPN50,v","nTm,v","nTRPN,v","kTRPN,v","rs,v","rw,v","Aeff,v","ku,v","beta1,v","beta0,v","gamma,s,v","gamma,w,v","phi,v","ca50,v","nu,v","mu,v"
7.66045e-05,1.22874,0.0975432,0.00274864,0.484796,0.0363568,0.712887,0.0573814,0.000868103,0.103669,122.676,0.324893,2.95961,2.48391,0.0881586,0.345166,0.454868,16.3669,0.0124655,-2.389,2.21927,0.0124224,0.857839,2.11865,0.63761,6.79344,2.06772
0.000119917,0.781161,0.0826397,0.00166552,0.560343,0.0355283,0.776132,0.0501702,0.000832895,0.148027,82.1322,0.443894,1.59901,2.06491,0.126923,0.309898,0.309947,17.7451,0.0158117,-2.49076,3.1323,0.00624155,0.816881,1.58868,0.591787,5.44135,3.7105
5.95118e-05,0.781861,0.0453451,0.0012911,0.366185,0.0303734,0.755504,0.0615212,0.000938963,0.16399,62.7228,0.324794,1.88951,2.76341,0.0995363,0.278175,0.697807,35.3095,0.0258433,-1.25798,1.54691,0.00963726,0.424452,2.38665,0.429265,4.24082,2.07456
9.33891e-05,1.45832,0.0927638,0.00114626,0.250629,0.041813,0.9924,0.0530112,0.000965735,0.260162,147.463,0.435378,1.81465,2.6639,0.0989988,0.265848,0.475705,13.5538,0.0200385,-2.82033,3.32686,0.00851041,0.392882,2.5252,0.649598,6.19371,3.43184
0.000135389,1.02128,0.0977758,0.00221577,0.463079,0.059841,0.947214,0.0521258,0.000992182,0.243143,157.362,0.417899,2.74673,2.97684,0.0830008,0.32906,0.666143,24.2405,0.0281834,-2.887,3.02355,0.0110835,0.622353,1.75274,1.11337,8.65372,3.96178
0.000113753,1.12377,0.0758648,0.00274391,0.493886,0.0269451,0.675986,0.0406437,0.000610308,0.185687,141.129,0.35837,1.89431,1.70466,0.0753588,0.158046,0.427117,29.7722,0.0233471,-3.2974,2.26425,0.00714022,0.550578,1.65461,0.965894,7.29586,2.69509
0.000139613,1.15514,0.0688692,0.00260367,0.360653,0.0740089,1.21947,0.0279308,0.000961546,0.129972,73.7585,0.293806,1.4374,2.53505,0.0946613,0.13672,0.358389,35.7688,0.0134489,-1.85137,1.64053,0.00721635,0.448777,2.99401,1.09618,9.29931,3.79666
0.000137031,1.43159,0.0949812,0.00292057,0.475028,0.0318186,1.4695,0.0693877,0.000595512,0.218023,67.9243,0.235254,1.81582,2.46124,0.116633,0.234777,0.360952,18.7827,0.0129221,-2.88259,1.19578,0.00499638,0.852751,2.38886,0.913613,9.51308,2.08359
0.000143845,0.86557,0.0990075,0.00185374,0.684833,0.0514969,1.27403,0.068547,0.000941952,0.220948,93.0019,0.308977,2.17019,1.74228,0.0906762,0.157707,0.42345,33.3134,0.0262454,-2.51789,2.24131,0.0101338,0.777154,2.80495,1.15833,3.79879,3.66711
0.000134468,1.2713,0.0995724,0.00296999,0.278041,0.040516,0.953186,0.0607154,0.000757276,0.147866,66.3452,0.356542,2.88661,1.99821,0.14012,0.28079,0.275347,14.6765,0.0275591,-3.2507,1.66645,0.00778694,0.67661,1.47666,0.423284,7.32445,3.23701
9.15867e-05,1.21795,0.0913284,0.00164416,0.465517,0.0450187,0.888496,0.0639225,0.000561901,0.130763,138.486,0.476383,2.3103,1.6602,0.126911,0.273668,0.510069,25.704,0.0298143,-2.48414,2.26053,0.00703505,0.566382,2.05096,1.15147,5.43534,3.42687
5.85054e-05,1.23555,0.0677899,0.00110362,0.454877,0.0289819,1.24208,0.0273114,0.000780247,0.106052,91.6453,0.457573,2.01915,2.59271,0.0909035,0.212958,0.481362,30.3504,0.0299812,-3.56703,3.41173,0.00760174,0.313167,2.49479,1.11366,4.78244,3.67141
8.45532e-05,1.43351,0.0821229,0.00181493,0.768988,0.0378603,0.689949,0.0636113,0.00066502,0.230596,77.3045,0.307029,1.89274,1.86887,0.108936,0.326735,0.250155,34.5425,0.0154519,-3.05493,2.05506,0.00925392,0.71553,1.68737,1.03013,9.42576,3.94996
7.62977e-05,1.43402,0.0827239,0.00152977,0.857854,0.0429887,0.957072,0.0518473,0.000423161,0.117706,129.875,0.246005,1.90333,2.04673,0.0878233,0.196637,0.566505,33.6215,0.014812,-3.54039,2.46917,0.0119756,0.335051,1.72505,0.813678,4.47078,2.53455
9.46633e-05,1.43384,0.0750121,0.00155194,0.331098,0.0320453,1.1764,0.0294603,0.000522766,0.256718,107.455,0.229431,2.70074,2.68452,0.105515,0.230329,0.687985,33.1902,0.0287111,-2.76815,3.11949,0.00717093,0.402994,2.11871,1.01033,7.19869,2.99256
0.000117512,0.965843,0.0933934,0.00263652,0.617988,0.03193,0.747518,0.0594588,0.000657826,0.139411,179.553,0.304712,1.78644,2.37033,0.0782551,0.304828,0.412941,24.2745,0.0287267,-2.46583,2.00705,0.00820125,0.737434,1.19548,0.498812,7.34101,3.99729
0.000140322,1.32421,0.0814058,0.00216752,0.745334,0.0303921,1.03965,0.069082,0.000589499,0.186246,78.0195,0.319653,2.15345,2.41899,0.0712613,0.156602,0.408557,29.7971,0.0137671,-1.97881,2.01342,0.0107887,0.548228,3.10679,0.589467,7.44178,2.87147
0.000133846,1.36152,0.0887434,0.00341153,0.264983,0.0692432,1.02967,0.0474868,0.000717479,0.269519,62.7615,0.44291,2.86807,2.53454,0.127285,0.370934,0.536111,13.7213,0.0165669,-2.43057,1.30671,0.00548794,0.432056,1.79833,0.791685,6.38571,3.94305
0.000109548,1.00916,0.0839412,0.00148036,0.684761,0.0455809,0.751149,0.0616541,0.000924473,0.25701,131.573,0.397006,2.43025,1.79791,0.149238,0.231376,0.422414,35.7318,0.0156775,-2.14208,1.76501,0.00704088,0.884739,1.79329,1.10847,8.42109,2.89851
5.2678e-05,1.4126,0.0828934,0.00110917,0.701385,0.0693092,1.59289,0.0369516,0.000574499,0.112593,114.067,0.431168,2.40956,1.46912,0.0698521,0.364389,0.294793,26.7105,0.0308638,-3.27367,1.91244,0.00453397,0.862298,2.28762,0.589916,5.52544,3.31596
0.000105426,1.48073,0.104268,0.00427551,0.271917,0.0501685,1.57634,0.0435162,0.000856522,0.180492,80.5678,0.388796,1.48826,1.66249,0.132125,0.339987,0.365108,22.8726,0.0124952,-3.28234,3.02139,0.0111043,0.765633,1.96657,0.902144,5.04663,3.63411
9.51783e-05,1.35903,0.101054,0.00179143,0.48387,0.0507837,0.737304,0.0650965,0.00100763,0.139644,95.719,0.462393,2.40294,2.56477,0.0577955,0.312644,0.581876,31.8385,0.0224533,-1.52922,3.22107,0.0108757,0.88,2.26024,0.590264,7.01631,1.81366
0.000141776,0.968782,0.096869,0.00171336,0.693331,0.0368086,0.712329,0.0603361,0.000850476,0.174654,150.122,0.371753,1.61853,2.52594,0.109173,0.163523,0.318637,35.3441,0.029967,-1.93593,2.58007,0.00829762,0.615309,1.76678,0.806609,10.172,4.01299
0.000112233,0.848757,0.0895849,0.00105601,0.580702,0.0464281,1.62684,0.0422513,0.000866943,0.238791,132.598,0.333389,2.24167,2.15956,0.121293,0.319585,0.488009,22.8562,0.02363,-2.64797,1.55537,0.00782968,0.761991,3.07119,1.12678,9.19662,2.2422
0.000128111,1.3377,0.0837098,0.00172337,0.869629,0.0417701,0.929072,0.0448054,0.000584872,0.129894,78.3288,0.41345,1.48412,2.40018,0.0552449,0.19463,0.368395,25.1069,0.0182053,-1.61811,2.72045,0.0107058,0.464787,3.15707,0.881576,7.80911,2.8328
6.22265e-05,1.01705,0.0869601,0.000975477,0.331349,0.0576862,1.11223,0.0527364,0.000841552,0.19413,97.1783,0.450536,2.84741,2.568,0.133905,0.320147,0.449762,21.5296,0.0164745,-2.88935,2.31141,0.00536788,0.582853,1.25028,0.957201,9.45186,3.92649
8.05546e-05,1.15083,0.0719448,0.00159655,0.426949,0.0388038,1.28445,0.031339,0.00086471,0.245495,145.686,0.268088,2.48896,1.73976,0.0891588,0.302907,0.258668,36.5178,0.0303881,-2.77838,2.09642,0.0113891,0.562364,1.4987,0.861592,9.38937,2.77519
0.000129361,0.674863,0.0995463,0.00153115,0.262699,0.0364306,1.29072,0.0636381,0.000571874,0.164537,90.9079,0.197207,2.44914,2.0018,0.0751483,0.284883,0.528651,25.9258,0.0133166,-2.90696,3.03276,0.012636,0.706231,1.38051,0.847771,3.71047,3.12922
0.000132609,1.44496,0.0996685,0.00202086,0.731872,0.0630759,1.02501,0.0490141,0.000926925,0.251515,160.928,0.488353,2.4037,2.14183,0.104001,0.290407,0.392483,35.9751,0.0113933,-2.90071,2.84706,0.0096118,0.562748,2.41864,1.20397,7.73258,1.91883
0.000124116,0.800917,0.072481,0.00161166,0.457071,0.0436213,1.15381,0.0544682,0.000992021,0.263974,91.3398,0.484163,2.93094,2.8363,0.117126,0.191001,0.388721,29.5243,0.0258122,-2.28188,3.31106,0.00773319,0.894452,1.2778,0.861104,7.18329,1.83283
0.00012072,1.24573,0.0810256,0.00230845,0.551633,0.0698809,1.27259,0.0293144,0.000919407,0.163247,107.854,0.22744,2.9247,2.50409,0.0721983,0.26138,0.462714,17.3541,0.0208839,-2.69151,1.97496,0.00457504,0.901333,1.12324,1.1992,9.64826,3.4796
0.000130254,0.885306,0.0957638,0.000903264,0.91798,0.0263866,1.0614,0.0640831,0.000763252,0.116693,107.824,0.455773,2.24858,1.8756,0.0564851,0.236279,0.250005,33.452,0.0285427,-3.20116,1.54729,0.00847028,0.431819,2.93175,0.925265,4.06379,4.2828
0.000117825,1.18808,0.0587253,0.00141283,0.596821,0.0281842,1.53967,0.0658455,0.000896852,0.257445,116.793,0.282823,2.84089,2.98833,0.0769587,0.148841,0.676607,35.9049,0.030578,-3.0748,3.29296,0.00647364,0.903012,1.44006,0.784888,3.98859,1.80484
0.000102073,1.32126,0.0993494,0.00147851,0.814526,0.0591503,1.38894,0.0441608,0.000955339,0.201033,155.179,0.296375,1.73437,2.74253,0.142324,0.285219,0.30313,30.3603,0.0265903,-3.50786,2.1299,0.0110254,0.763514,2.44837,0.68291,6.33928,2.40973
8.78527e-05,1.18452,0.0900369,0.0013409,0.451999,0.0633229,1.19516,0.0451893,0.000717436,0.262773,77.0478,0.345903,1.56293,2.65168,0.0540646,0.279438,0.409676,24.22,0.0112187,-2.32438,2.13235,0.0109766,0.626952,3.21062,0.479378,6.45246,2.14994
0.000115258,1.46226,0.0816441,0.0027291,0.333749,0.0272258,1.20601,0.0452913,0.000615464,0.209874,139.456,0.427094,1.67319,2.14365,0.0543454,0.127912,0.604233,25.3539,0.0209332,-3.24585,2.56892,0.0117552,0.337275,1.91896,0.800811,5.09578,3.77953
0.000111637,0.878215,0.0907773,0.00106789,0.82518,0.0561655,1.36207,0.0401192,0.000639467,0.276127,151.544,0.378177,2.46081,2.78204,0.0661427,0.176999,0.433885,27.8579,0.0264796,-1.23851,1.23739,0.00554772,0.664278,3.33302,0.801789,9.62824,3.24479
5.53982e-05,1.41165,0.0834805,0.00185005,0.39727,0.0362161,1.12749,0.0693503,0.000499718,0.150441,149.005,0.460143,2.38252,2.53211,0.127065,0.319877,0.543678,18.7391,0.0279162,-1.9021,2.47764,0.00530209,0.908068,2.14026,0.741586,6.74488,2.53712
8.07297e-05,0.733723,0.0695988,0.0012757,0.516256,0.0637878,1.60202,0.0314583,0.000891582,0.187646,89.7395,0.233441,2.36444,2.05882,0.0715034,0.148934,0.419575,19.736,0.0172499,-2.07398,2.57264,0.0105064,0.52252,2.88844,0.733611,7.78733,4.12546
0.000135069,1.36066,0.103046,0.00240516,0.24737,0.0316822,1.08316,0.0645342,0.000374824,0.288238,176.026,0.291809,1.93525,2.87928,0.0507889,0.140935,0.380958,20.1737,0.013916,-2.26997,1.84048,0.0110536,0.359043,1.24289,0.551998,4.51509,2.32088
0.00014517,1.24814,0.0969095,0.00174751,0.334851,0.0265973,1.63272,0.0510739,0.000719073,0.278485,116.644,0.265508,2.27795,2.60619,0.0610379,0.135218,0.674703,16.9919,0.0107895,-1.90443,1.33963,0.00457133,0.548792,2.31474,0.733041,4.89285,3.71437
8.64831e-05,1.37043,0.0990321,0.00226907,0.473619,0.0466393,1.38011,0.0312373,0.000845442,0.240059,98.9002,0.295659,2.13907,2.23232,0.0974076,0.175533,0.445967,17.2971,0.0170936,-2.65418,1.82491,0.00945344,0.617964,1.82713,0.606766,8.15038,2.8395
0.0001451,1.10592,0.0740258,0.00212666,0.564378,0.027373,0.720327,0.0421375,0.0010106,0.258403,166.905,0.409462,1.46704,1.81128,0.149437,0.216754,0.439065,30.212,0.029656,-3.48257,3.38312,0.00800771,0.385672,2.24157,1.16936,3.95557,3.55924
0.000119433,1.4613,0.0791638,0.00305325,0.573102,0.0353345,1.04215,0.0395258,0.00100782,0.249052,62.0331,0.292331,2.42206,2.47034,0.0575335,0.374947,0.509544,30.5447,0.0277888,-3.07038,1.28444,0.00541471,0.667846,1.77272,0.831248,10.3406,3.18318
0.000127648,0.917121,0.0954856,0.00114881,0.862773,0.0627902,1.34675,0.0255962,0.000623715,0.100533,95.0898,0.302783,2.70003,1.82829,0.11883,0.269238,0.503478,30.3831,0.0149287,-1.45004,1.78217,0.00819523,0.81056,3.06873,0.889046,8.57814,1.71535
0.000114526,1.3214,0.10209,0.00152087,0.826967,0.0418527,0.726499,0.0379061,0.000785517,0.153321,63.6625,0.244483,2.27523,2.63741,0.113214,0.232996,0.431108,17.0979,0.02266,-3.45059,3.05323,0.0100125,0.78271,3.2832,0.788623,9.66429,2.1299
9.53577e-05,1.49338,0.102849,0.00230478,0.612303,0.0578459,1.17688,0.0411321,0.000751224,0.139533,89.265,0.249099,2.03132,1.95982,0.0753391,0.283052,0.624465,23.0591,0.0132519,-1.88262,1.5149,0.0084298,0.527858,1.95306,0.636319,6.46026,4.47999
0.000128285,1.16405,0.0981655,0.00263729,0.324516,0.0637166,1.27028,0.0282172,0.00046574,0.120501,70.52,0.492619,2.3519,1.85995,0.0561279,0.301189,0.320515,18.3565,0.0148475,-1.81345,1.34386,0.00530069,0.82503,2.28301,0.812438,4.02681,4.30826
0.000129326,0.740312,0.092614,0.00167186,0.322907,0.045223,0.95475,0.0706538,0.000644322,0.154431,110.818,0.270966,2.29122,1.90684,0.139423,0.300679,0.541648,24.3072,0.0225593,-3.59821,1.97288,0.00919776,0.59847,2.14158,1.05515,8.92572,2.21938
0.000134195,1.1071,0.0975935,0.00167947,0.743681,0.0618255,1.31799,0.0451576,0.000616028,0.226857,70.5469,0.48852,2.6534,2.63969,0.0953878,0.245318,0.290568,17.8953,0.0139074,-3.03419,2.05153,0.0127131,0.669888,1.71537,1.15055,6.18135,3.60819
0.000103511,1.3308,0.0711117,0.00196722,0.421895,0.0435107,0.731979,0.0310648,0.00058428,0.228565,142.952,0.414095,1.86595,1.94403,0.0988879,0.241272,0.686649,26.9041,0.0154118,-1.88103,2.08075,0.00604513,0.379247,1.94575,0.876553,5.13836,4.10763
8.1499e-05,1.493,0.0962251,0.00128111,0.822638,0.0714598,1.65913,0.0608478,0.000973785,0.177816,162.471,0.407537,1.43872,2.81534,0.107753,0.148361,0.519251,17.3753,0.0112537,-2.66802,2.98897,0.00813658,0.777756,1.30253,0.980828,9.24424,2.39315
0.000101862,1.09699,0.0883604,0.00177847,0.724579,0.0674899,1.55725,0.0402819,0.000825534,0.143671,146.394,0.319044,2.38303,2.14248,0.112804,0.156856,0.539559,34.4179,0.0146544,-2.71291,1.79647,0.00626934,0.509499,2.07865,0.867478,4.38745,2.71988
0.000111757,0.991443,0.0903755,0.00106828,0.236797,0.0321698,0.807489,0.0680786,0.000780629,0.269832,169.748,0.267704,1.65837,2.80013,0.112614,0.348367,0.648162,34.1811,0.0164898,-2.6852,2.02428,0.00885349,0.391694,1.56447,0.76135,7.8163,2.53238
8.75871e-05,1.26271,0.0709383,0.00215449,0.238984,0.0408113,1.15021,0.0403167,0.000471272,0.289003,113.879,0.214552,2.74217,2.59466,0.0556398,0.186934,0.667717,15.9141,0.0171188,-2.16992,3.15422,0.00439714,0.713481,1.82446,0.506807,5.43745,3.74663
0.000108973,1.30956,0.094176,0.00258927,0.519428,0.0706935,0.800297,0.0264687,0.000710293,0.280023,175.999,0.182753,2.68167,2.69053,0.0898246,0.239293,0.605021,13.3106,0.0292385,-1.64285,1.27096,0.00643387,0.601135,2.50429,0.783887,8.37816,2.48158
0.000128256,1.35882,0.0822347,0.00294762,0.275776,0.0469797,1.11101,0.0473185,0.000993433,0.137036,179.208,0.216477,2.49965,1.55243,0.123673,0.194945,0.615895,33.6736,0.0221667,-2.13943,1.29107,0.00557213,0.535544,2.48032,1.11519,8.04399,3.78875
0.000111801,0.779242,0.0990471,0.00150739,0.272126,0.0560174,0.724753,0.0456895,0.000981355,0.273292,160.047,0.450002,2.48704,2.35541,0.0906184,0.127794,0.575992,20.6335,0.0195803,-1.4192,1.16796,0.00769544,0.512271,1.40829,0.667076,6.78645,4.26858
8.25034e-05,0.693115,0.074525,0.00112414,0.59156,0.0384483,0.782118,0.0338673,0.000458406,0.235647,85.0614,0.332597,1.91692,2.75513,0.118434,0.240572,0.525287,16.0233,0.0301217,-3.34546,1.93138,0.00947292,0.490229,2.18129,1.01623,9.40445,3.10252
2.29127e-05,1.46413,0.0582427,0.00102317,0.360403,0.0603658,1.17103,0.0397479,0.000567411,0.133694,134.843,0.296352,1.97875,1.67425,0.140065,0.199473,0.596192,33.576,0.0275266,-3.56823,2.8258,0.0114636,0.362101,3.17389,1.06688,4.66491,3.95234
9.18436e-05,0.653737,0.0480489,0.00129339,0.314829,0.051002,1.3862,0.043995,0.000758319,0.297563,139.085,0.189391,2.02315,2.9174,0.118762,0.142082,0.387345,35.2868,0.0289884,-2.20809,1.85618,0.00801581,0.68375,3.06301,0.963453,5.39884,3.07464
0.000126244,1.13883,0.0806232,0.00243049,0.380161,0.0590223,1.4267,0.0439646,0.000677984,0.264835,138.082,0.425978,1.77222,2.84278,0.091392,0.302954,0.531935,14.6956,0.0265899,-1.48172,2.27002,0.00631522,0.527048,2.54031,0.986555,4.28179,3.10905
5.30219e-05,1.09609,0.0843754,0.000992112,0.222762,0.0390958,0.724248,0.0535236,0.000579729,0.179226,84.694,0.286156,1.97514,2.59995,0.110047,0.271259,0.583652,16.4413,0.0306417,-2.5843,2.33542,0.00890407,0.362058,1.95877,0.53484,6.50878,1.98073
0.000101548,0.749036,0.103553,0.00111031,0.620655,0.0543638,1.08973,0.0374627,0.000482117,0.277979,152.914,0.493652,2.49003,1.71421,0.101908,0.321935,0.635815,26.583,0.0118787,-1.60186,2.75051,0.00624016,0.432813,3.13588,0.556722,9.74036,2.82209
0.000133412,1.32542,0.0983331,0.0021536,0.470179,0.0740279,1.50878,0.039427,0.00063778,0.204613,76.3563,0.331134,2.80516,2.00158,0.0802711,0.145489,0.68038,35.2293,0.0183538,-1.47336,3.05055,0.00462646,0.633085,2.35299,1.20048,3.97082,2.12565
0.000108677,1.11874,0.0868643,0.00157758,0.399621,0.0482311,1.56594,0.0391863,0.000963254,0.118749,139.396,0.176362,2.51334,2.43765,0.0764324,0.364261,0.410231,25.3008,0.0152012,-2.97877,1.3005,0.00725991,0.842838,2.52652,1.12822,6.51176,3.40874
5.78252e-05,1.40409,0.0897815,0.000899747,0.949329,0.0553736,0.806606,0.0317579,0.000874892,0.164306,80.1737,0.213196,2.83232,2.78845,0.148791,0.325478,0.639978,31.5777,0.0250863,-3.47461,1.70382,0.0113406,0.553947,2.11738,0.851534,6.23848,4.09794
0.000141996,1.42478,0.0919114,0.00476756,0.208158,0.0390984,1.17477,0.0589771,0.000740942,0.19681,167.428,0.46752,1.54769,1.92197,0.14258,0.331611,0.460729,25.4644,0.0278036,-2.51857,1.46305,0.0126434,0.364497,3.20701,1.19503,10.284,3.3096
7.30605e-05,1.2125,0.0782219,0.00180192,0.582348,0.0619011,0.945924,0.0344647,0.000735232,0.115194,110.05,0.464471,2.10486,1.08154,0.102023,0.202484,0.416942,17.9188,0.0310014,-2.94593,2.52028,0.0110989,0.426766,2.31113,1.14835,5.59289,3.22866
0.000121365,0.909352,0.0957919,0.00125596,0.938314,0.048651,1.02611,0.0350625,0.000710893,0.211034,111.899,0.233794,1.30864,2.70347,0.0669529,0.173067,0.521448,14.8613,0.0229789,-3.15893,1.54933,0.0109454,0.734964,2.14892,0.813631,5.6264,2.78185
0.000142397,1.23009,0.0965792,0.00215988,0.658708,0.0645123,1.094,0.0475983,0.000486192,0.249741,68.7377,0.351177,2.42002,1.36432,0.122373,0.17448,0.404117,26.9456,0.0110807,-2.56104,2.57136,0.00546222,0.320916,2.92734,1.13403,5.22814,2.75302
0.000108597,1.24112,0.0942136,0.00196668,0.784336,0.0720642,1.2804,0.0358435,0.000900622,0.293154,75.2598,0.315927,2.80734,1.48177,0.128261,0.176674,0.434329,35.7069,0.0258974,-2.14345,2.33157,0.00898696,0.365588,1.56006,0.532748,7.83963,4.49953
7.65744e-05,1.23128,0.0475014,0.000972616,0.644858,0.0277087,1.0577,0.0264485,0.000905502,0.28749,119.014,0.439575,2.01948,2.2493,0.0699567,0.198682,0.353633,35.5657,0.0217356,-2.96051,3.14347,0.00888726,0.805609,2.20823,0.960049,7.5606,3.37548
0.000114665,1.24679,0.0878383,0.00287407,0.334446,0.0523889,1.1001,0.0398424,0.000997969,0.100975,79.9967,0.465585,1.78536,1.78348,0.0798517,0.310189,0.654212,25.9186,0.0161267,-2.38466,2.41988,0.0120192,0.334785,1.57751,0.92936,8.11955,1.67489
0.000127755,0.870344,0.0851826,0.00101883,0.390439,0.0532732,1.52683,0.0267701,0.000957722,0.266371,127.82,0.339922,2.59654,2.10692,0.144821,0.345238,0.67445,29.4116,0.0151643,-1.7866,3.36375,0.00611879,0.731616,2.96004,0.8152,8.14591,3.85799
7.95909e-05,1.04994,0.0995974,0.00171554,0.559693,0.0714648,1.41583,0.0265857,0.000564162,0.107835,130.974,0.281171,2.63757,2.30862,0.147919,0.145366,0.547028,22.0359,0.0199446,-3.26229,2.01364,0.0108602,0.673083,2.8832,1.03725,10.1361,1.75532
0.000113634,1.28546,0.100956,0.00165823,0.637867,0.0628174,1.53659,0.040932,0.000892108,0.119994,173.021,0.498435,2.60111,2.0895,0.0787573,0.130899,0.633473,36.4484,0.026646,-1.50652,2.5802,0.0098323,0.896829,2.99942,0.4866,3.73906,2.70717
0.000130626,0.850046,0.0868306,0.0015145,0.974806,0.055049,0.96383,0.0693721,0.000781821,0.258542,147.124,0.329972,1.49915,2.29525,0.13977,0.372588,0.607759,26.1838,0.0287812,-1.32162,3.34745,0.00604722,0.77688,3.25332,1.13375,5.22477,2.32716
6.77933e-05,1.16966,0.0937021,0.000887014,0.369426,0.0528634,1.03975,0.0380684,0.000892046,0.21012,88.437,0.324832,2.75585,2.7242,0.138535,0.319266,0.532832,36.5907,0.0201653,-2.26911,1.76464,0.0107968,0.868121,2.23909,0.442843,6.59711,3.04999
9.08282e-05,1.07617,0.101157,0.00126434,0.847719,0.065601,1.2758,0.0364198,0.000781544,0.275812,129.031,0.45897,1.76136,1.71193,0.130708,0.126948,0.470037,32.4967,0.0289409,-2.16912,2.20101,0.00637212,0.5885,1.47658,0.817667,10.3579,2.85807
7.0897e-05,0.657253,0.0457571,0.00112101,0.432534,0.0431522,1.00108,0.0397425,0.000425766,0.14415,70.6081,0.289011,2.46372,2.32487,0.0533392,0.245256,0.565738,25.9873,0.0153514,-2.66484,2.06785,0.0123131,0.340712,3.21865,1.1962,9.48228,2.08107
0.000107689,1.40843,0.0462452,0.00348901,0.367328,0.0335255,1.41627,0.0476679,0.000895194,0.140358,79.554,0.263233,2.40201,2.06272,0.0912999,0.254213,0.485179,21.3279,0.0301562,-1.94095,1.51768,0.00904152,0.483003,3.15565,0.787352,6.13651,3.5346
9.22055e-05,1.27855,0.0892612,0.00172342,0.639408,0.0391613,0.711218,0.0283923,0.00045272,0.25976,89.4472,0.205399,3.01888,1.87254,0.14338,0.320941,0.665265,17.5303,0.0190767,-2.2598,1.64388,0.0115517,0.501826,3.23106,0.695531,7.83474,3.55291
6.74436e-05,0.815524,0.0478469,0.00113319,0.665543,0.0396321,1.04029,0.0275755,0.000567718,0.207067,114.045,0.191213,1.95446,2.05669,0.0624999,0.27439,0.305641,35.4619,0.012427,-2.13438,2.29158,0.0100165,0.446643,2.03387,0.887564,9.77541,3.42871
9.99426e-05,0.876533,0.055466,0.0024885,0.29014,0.0273651,1.26725,0.0389314,0.000889668,0.134798,152.213,0.421477,3.04308,1.56027,0.107645,0.299314,0.740413,16.3569,0.0244962,-3.04073,1.58491,0.010549,0.33523,2.53531,0.484823,8.95311,3.46887
0.000138526,0.836357,0.0915918,0.00171816,0.688435,0.0645841,0.745746,0.0448494,0.000687321,0.166283,114.064,0.245879,2.00584,2.33061,0.111376,0.260522,0.56601,15.3519,0.0278127,-1.89302,1.46624,0.00849308,0.767791,2.37663,1.05934,9.66971,3.37705
0.00010965,1.36904,0.0844707,0.000927431,0.400567,0.0355705,1.65496,0.0383384,0.000711798,0.232714,162.12,0.493825,1.87834,1.95888,0.0722055,0.322215,0.513672,35.8058,0.0128515,-2.66212,1.74393,0.0105944,0.714295,1.11723,1.12854,4.81473,1.84121
6.71368e-05,1.43867,0.0619991,0.00148042,0.426734,0.0408166,1.4179,0.0343326,0.00100505,0.236819,166.153,0.207849,2.08453,2.29017,0.0913581,0.351702,0.276644,31.6292,0.015294,-2.81207,1.62103,0.00614053,0.816803,3.2867,1.11514,9.4129,3.53702
9.60759e-05,0.89537,0.0867782,0.00131555,0.500769,0.0747757,1.27099,0.0599748,0.000998438,0.282357,74.1672,0.212186,2.91001,1.5703,0.103592,0.296786,0.716225,14.3873,0.0296261,-2.63882,2.27342,0.0117848,0.474777,2.47606,0.986654,3.97338,2.93366
0.000111268,1.03588,0.0795591,0.00255025,0.434959,0.0356816,1.50963,0.0620139,0.000790956,0.119951,158.662,0.471251,2.16592,1.81555,0.0927937,0.303217,0.465756,18.3194,0.011544,-2.98579,1.44949,0.00889045,0.863254,2.97984,0.530404,9.17129,1.73586
9.35947e-05,0.985953,0.083397,0.00169534,0.491312,0.0410174,1.42087,0.0529237,0.000617536,0.216997,69.1226,0.254097,2.80001,2.22687,0.141022,0.20341,0.579234,29.5622,0.0136035,-2.73995,2.68812,0.00695832,0.65911,2.82503,0.717094,6.69308,3.01014
0.000107796,1.23102,0.0790023,0.00160714,0.580673,0.0614993,1.48171,0.0369588,0.000947894,0.221828,155.87,0.264317,2.39934,2.41044,0.0673721,0.294513,0.559233,30.576,0.0268596,-3.32632,1.15684,0.00480015,0.429475,2.46111,0.576378,4.29024,3.22446
0.000106195,1.2607,0.0985349,0.00119383,0.540466,0.0634869,1.57065,0.0373608,0.000800674,0.267303,80.619,0.218226,2.16819,2.06635,0.129339,0.324566,0.672111,32.988,0.0267356,-3.33272,3.35506,0.00850882,0.475252,2.48659,1.0341,9.6249,3.03559
0.000107141,1.00191,0.0923889,0.00187474,0.455965,0.0549239,1.10404,0.0359612,0.000742033,0.279581,121.908,0.388693,2.75762,2.03217,0.108377,0.149133,0.699328,23.5544,0.0217641,-3.4329,3.04652,0.00697713,0.898151,2.9281,0.609454,10.1386,4.03858
3.95812e-05,1.39423,0.0791494,0.00115811,0.311846,0.0371179,0.836449,0.0725493,0.00045997,0.178821,140.449,0.445116,1.37731,2.0845,0.111583,0.141138,0.729543,17.4469,0.0224586,-2.37522,1.52467,0.0105892,0.759865,3.1789,1.17174,6.14674,3.86941
0.000111056,0.901355,0.0953753,0.0020296,0.248567,0.0339289,0.712728,0.0698703,0.000735875,0.136328,135.817,0.374412,2.4359,1.74664,0.0828415,0.333716,0.730982,16.9686,0.0162333,-1.77152,3.16415,0.0105363,0.886846,2.53475,1.09246,9.10049,3.96876
