"Tpeak,a","TTP,t,a","dT/dtMax,a","dT/dtMax,a","Tdur,a","Trest,a"
34.8523,47.0,2.03195,-0.50425,161.0,0.000403693
26.8559,54.0,1.2498,-0.44335,140.0,4.82223e-05
38.779,94.0,0.962,-0.1676,439.0,0.116179
110.288,143.0,2.80775,-0.74115,424.0,0.0449246
11.9686,83.0,0.341995,-0.120625,234.0,8.36916e-06
67.2292,65.0,3.64935,-0.395,389.0,0.30301
65.4859,77.0,3.76165,-0.24075,730.0,1.51508
60.9892,112.0,1.5274,-0.25695,466.0,0.110284
28.5617,107.0,0.64655,-0.1338,431.0,0.00975725
79.2098,134.0,1.5837,-0.4654,409.0,0.0273258
31.7838,75.0,0.98599,-0.1936,361.0,0.140696
22.712,73.0,0.732445,-0.20265,244.0,0.000952933
99.717,91.0,4.02555,-0.4296,510.0,0.215331
99.5874,65.0,3.82815,-0.9345,204.0,0.00109455
76.3981,122.0,1.90285,-0.32315,515.0,0.726275
71.5995,56.0,3.32065,-0.68965,199.0,0.00189411
130.76,82.0,5.0976,-0.62105,397.0,0.405523
43.4282,61.0,1.75205,-0.29635,332.0,0.138372
168.734,94.0,7.02175,-1.33835,312.0,0.00646711
61.7063,68.0,2.55975,-0.3532,309.0,0.0596735
127.724,67.0,5.0312,-0.77385,258.0,0.0266949
105.73,145.0,3.0781,-0.4204,691.0,1.0967
23.3365,83.0,0.693635,-0.1457,272.0,0.00210031
132.394,92.0,6.6367,-1.1519,365.0,0.0374844
88.5011,94.0,3.1587,-0.5392,448.0,0.246605
31.0097,57.0,1.3633,-0.2833,251.0,0.0227776
40.9152,78.0,1.2698,-0.21595,434.0,0.532216
136.668,161.0,2.8802,-0.80275,470.0,0.17093
120.314,65.0,5.5966,-0.84335,252.0,0.00756651
32.1576,49.0,1.70535,-0.5756,126.0,0.000139659
136.326,87.0,4.48065,-0.81305,312.0,0.106219
41.9821,94.0,1.08445,-0.23235,315.0,0.0174714
136.777,69.0,7.91695,-1.05865,417.0,0.255877
147.423,85.0,5.1746,-0.7211,413.0,0.675027
13.9413,79.0,0.419475,-0.08185,339.0,0.040981
116.763,74.0,4.68745,-0.41735,520.0,0.381925
84.4962,83.0,2.82255,-0.50315,318.0,0.101814
83.0703,89.0,2.615,-0.39305,392.0,0.174955
32.8983,76.0,1.01655,-0.32785,226.0,0.0087898
76.0498,77.0,2.5435,-0.63785,302.0,0.000643014
58.5979,116.0,1.3698,-0.28625,428.0,0.0921274
143.998,96.0,4.61535,-0.7275,408.0,1.35335
24.3392,158.0,0.343505,-0.06345,787.0,1.16923
91.2339,84.0,2.581,-0.30675,514.0,1.10974
98.7805,103.0,2.2839,-0.70625,330.0,0.000592404
39.32,108.0,0.92005,-0.15315,495.0,0.525937
143.868,73.0,6.20615,-1.00055,288.0,0.00637878
64.3457,55.0,4.56035,-0.2606,543.0,0.455287
79.2811,116.0,1.7771,-0.33165,479.0,0.347551
34.251,52.0,1.6924,-0.29725,226.0,0.0113451
103.091,72.0,4.4765,-0.72665,339.0,0.00165525
45.3119,93.0,1.4355,-0.1521,572.0,0.534515
98.8969,122.0,2.5648,-0.35405,554.0,0.902835
39.0204,55.0,1.8485,-0.7289,122.0,9.34173e-07
30.8705,53.0,1.47545,-0.4796,144.0,0.00117748
114.426,104.0,3.7742,-0.6419,373.0,0.0284534
79.254,111.0,3.78385,-0.64275,459.0,0.15131
123.282,77.0,5.0979,-0.86935,298.0,0.0412882
56.6067,80.0,1.623,-0.45625,247.0,0.00557427
56.8185,67.0,2.09225,-0.49965,230.0,0.0117722
96.4565,74.0,5.40725,-0.94875,275.0,0.00400741
41.2205,64.0,1.55005,-0.29105,278.0,0.0377085
151.5,81.0,5.81385,-0.82925,387.0,0.496437
67.5971,84.0,2.8916,-0.33115,475.0,0.345525
34.4347,73.0,1.1342,-0.23235,271.0,0.0112939
50.7432,59.0,2.1654,-0.176,511.0,1.00526
43.0108,113.0,0.9154,-0.35525,285.0,0.000357541
108.984,106.0,2.71285,-0.52315,511.0,0.27438
115.968,92.0,5.6403,-0.88425,408.0,0.034933
47.0213,46.0,2.8548,-0.78255,122.0,4.58659e-05
47.7325,61.0,1.8921,-0.6643,163.0,4.02104e-05
70.7014,56.0,3.45025,-0.5004,248.0,0.0174992
87.1043,57.0,4.12185,-0.3685,348.0,0.239018
106.809,73.0,3.6787,-0.4865,350.0,0.0974997
47.725,63.0,1.9541,-0.8368,130.0,5.96081e-06
38.3726,61.0,1.5279,-0.26225,283.0,0.081727
68.945,93.0,2.7022,-0.34995,443.0,0.398734
80.4734,58.0,4.0247,-0.5498,246.0,0.00864725
97.8704,127.0,2.1119,-0.5745,396.0,0.121277
75.7088,61.0,4.18065,-0.5064,302.0,0.0140095
54.1742,70.0,2.13565,-0.20865,446.0,0.386043
63.4258,90.0,2.09905,-0.50015,290.0,0.00858375
94.6376,87.0,3.13875,-0.45545,475.0,0.782548
130.357,101.0,4.33285,-0.51995,550.0,1.475
26.8117,72.0,0.887775,-0.2982,208.0,0.000229114
100.319,99.0,2.9058,-0.54705,367.0,0.0411904
43.923,66.0,1.65115,-0.20915,319.0,0.0699254
50.834,68.0,1.7638,-0.6491,184.0,0.000888611
19.5934,70.0,0.70228,-0.1397,242.0,0.00202094
52.3012,72.0,1.9179,-0.45805,220.0,0.000247218
35.1189,56.0,1.53975,-0.5079,155.0,0.00106426
144.997,51.0,8.56715,-0.67525,326.0,0.18855
47.9499,67.0,1.99115,-0.13665,596.0,1.73514
105.682,117.0,1.9367,-0.5828,460.0,0.0465239
129.225,116.0,5.2448,-0.87325,440.0,0.196021
70.581,61.0,3.09075,-0.3547,295.0,0.0140637
18.735,65.0,0.690745,-0.18305,298.0,0.0455426
17.7305,97.0,0.404155,-0.1166,341.0,0.0645876
110.525,116.0,2.6383,-0.77445,333.0,0.000768771
118.655,100.0,4.3174,-0.7622,385.0,0.0706166
39.8453,94.0,1.0877,-0.2544,331.0,0.0923508
121.728,100.0,4.02795,-0.64035,422.0,0.0926083
26.6952,71.0,0.85205,-0.21965,312.0,0.209832
64.5694,103.0,1.94895,-0.2624,606.0,0.541845
52.0835,82.0,1.87745,-0.2787,344.0,0.0662459
47.0091,63.0,1.75225,-0.50195,209.0,0.0060493
90.7119,129.0,3.4649,-0.36275,656.0,1.34545
93.8983,72.0,5.2797,-0.8161,375.0,0.0347477
158.246,64.0,10.876,-1.39945,348.0,0.17943
101.103,76.0,3.3416,-0.81325,243.0,0.0022633
41.4685,83.0,1.18665,-0.3199,268.0,0.00324833
78.8779,166.0,1.0961,-0.5735,423.0,0.128673
137.083,89.0,4.37915,-0.68825,399.0,1.25116
118.102,61.0,5.56565,-0.73485,249.0,0.00230372
34.7753,67.0,1.3165,-0.3485,193.0,1.12635e-05
89.7919,74.0,3.08455,-0.56775,277.0,0.0343132
117.136,77.0,4.18045,-0.5887,328.0,0.0587063
91.6438,61.0,3.793,-0.68055,242.0,0.0127811
48.2811,85.0,1.294,-0.36285,308.0,0.0421716
74.4764,69.0,2.6452,-0.71375,215.0,0.0027276
59.9782,62.0,2.7729,-0.3354,394.0,0.0998631
134.498,113.0,4.93175,-0.74905,452.0,0.532281
23.9994,59.0,0.9802,-0.3843,203.0,0.00353095
71.6789,142.0,1.61885,-0.4333,409.0,0.0225424
70.0416,71.0,2.43315,-0.41075,277.0,0.0286738
57.575,99.0,1.28875,-0.37295,385.0,0.0228636
83.3187,78.0,3.4436,-0.281,543.0,1.38293
111.102,90.0,3.12105,-0.5216,380.0,0.49163
46.5329,80.0,1.46515,-0.27415,291.0,0.0306037
46.1124,117.0,0.8888,-0.2621,411.0,0.194519
70.4164,112.0,1.4624,-0.4709,356.0,0.00938006
82.0767,72.0,2.6353,-0.9192,248.0,0.0884465
67.5567,57.0,3.3592,-0.44315,253.0,0.004357
34.6128,105.0,0.84546,-0.1838,363.0,0.0158895
101.51,114.0,2.5797,-0.45885,450.0,0.365659
169.177,100.0,6.86745,-1.19205,364.0,0.0383833
38.5366,73.0,1.24245,-0.3978,248.0,3.32331e-05
83.3191,56.0,3.67215,-0.4673,357.0,0.579586
13.581,74.0,0.431785,-0.174675,222.0,0.0028741
61.6616,110.0,1.2501,-0.39945,391.0,0.162621
47.7032,81.0,1.39735,-0.41515,254.0,0.00280299
17.8911,81.0,0.529025,-0.10055,315.0,0.0652333
81.0192,80.0,2.8882,-0.358,404.0,0.171982
67.2077,104.0,1.81635,-0.45545,356.0,0.0623462
15.0659,66.0,0.564385,-0.17475,213.0,0.000253399
125.686,99.0,4.40235,-0.7311,483.0,0.0483965
111.217,62.0,5.37885,-0.7684,306.0,0.0121834
89.1842,133.0,2.99785,-0.53855,508.0,0.0739779
58.3531,68.0,2.1761,-0.55605,214.0,3.55353e-05
132.133,62.0,5.4943,-0.72805,276.0,0.0410315
69.7761,89.0,2.3587,-0.417,325.0,0.0575194
91.3364,78.0,3.0495,-0.31235,510.0,1.11167
133.724,140.0,3.8076,-0.635,522.0,0.864007
21.8672,87.0,0.58218,-0.10375,361.0,0.0430999
12.4997,119.0,0.242575,-0.096535,289.0,0.000198661
25.5292,74.0,0.77116,-0.1676,333.0,0.122793
46.8546,81.0,1.5193,-0.22315,374.0,0.0954562
76.5849,62.0,3.8617,-0.58865,232.0,0.00152303
13.0815,60.0,0.528875,-0.19235,159.0,0.000422523
72.8555,89.0,2.0634,-0.39605,355.0,0.177545
146.971,80.0,5.0044,-1.18095,263.0,0.00555457
69.3609,46.0,3.9124,-1.24335,119.0,0.00029593
119.76,57.0,6.1487,-0.71665,273.0,0.137238
94.7376,72.0,3.2937,-0.66875,266.0,0.0199685
44.521,112.0,0.97105,-0.3801,315.0,0.0102846
59.9078,118.0,2.1589,-0.36715,479.0,0.111069
26.8733,59.0,1.18895,-0.3217,181.0,0.000327999
75.5605,107.0,2.54855,-0.6104,362.0,0.00709807
27.7541,94.0,0.76675,-0.1686,329.0,0.0332098
133.34,125.0,3.9736,-0.71065,523.0,0.825117
44.8392,70.0,1.65505,-0.30915,237.0,0.00149959
39.4762,128.0,0.94105,-0.2044,426.0,0.0604086
78.1295,130.0,2.6029,-0.5224,456.0,0.0458638
71.0866,125.0,1.3259,-0.25265,572.0,0.196804
25.3688,76.0,0.743985,-0.22155,307.0,0.00033863
30.7232,112.0,0.686545,-0.21765,313.0,0.0217197
54.1522,65.0,2.07895,-0.3337,296.0,0.0670219
84.0369,80.0,3.0731,-0.48655,327.0,0.0386622
105.337,65.0,4.34695,-1.0351,197.0,0.00119115
170.136,57.0,10.8733,-0.7811,530.0,1.14659
98.236,61.0,4.662,-0.47535,317.0,0.171009
35.1348,114.0,0.76395,-0.2611,300.0,0.00218664
50.6814,117.0,0.9403,-0.3008,412.0,0.142497
161.728,104.0,5.71885,-1.5576,346.0,0.000204121
164.632,108.0,4.8516,-1.4799,305.0,0.000283347
112.694,72.0,4.18595,-0.79365,232.0,0.00309512
65.6209,65.0,2.85735,-0.337,327.0,0.138794
73.9918,78.0,2.54565,-0.46455,296.0,0.0665949
66.5261,65.0,2.82045,-0.55515,206.0,6.85858e-06
96.3966,68.0,3.5772,-0.95585,207.0,0.0199745
79.8551,50.0,4.03005,-0.6038,274.0,0.0711002
25.5243,93.0,0.656865,-0.13045,378.0,0.0455822
63.0918,59.0,2.5865,-0.8721,152.0,0.000571236
97.8914,85.0,4.15195,-0.4241,519.0,0.261229
74.9727,75.0,2.5475,-0.3798,339.0,0.038864
98.3069,104.0,2.8526,-0.43735,468.0,0.766998
36.5584,75.0,1.1891,-0.32245,207.0,0.000805798
68.4001,108.0,2.77045,-0.43025,434.0,0.038104
19.5259,52.0,0.958855,-0.15625,289.0,0.0541904
112.011,86.0,3.3745,-0.8978,281.0,0.0184097
66.3393,120.0,1.34605,-0.35595,466.0,0.266238
133.982,49.0,8.3581,-0.8291,264.0,0.105419
96.1952,128.0,1.8904,-0.60935,390.0,0.00106398
127.176,98.0,6.58485,-0.8057,444.0,0.0113207
90.6754,64.0,4.90115,-0.58285,395.0,0.00660681
120.006,161.0,2.33635,-0.60005,497.0,0.205765
76.6027,75.0,3.0417,-0.60135,292.0,0.00462365
118.389,83.0,4.20235,-0.90805,271.0,0.00235508
69.032,69.0,2.48105,-0.281,391.0,0.262861
81.2907,81.0,2.5298,-0.3149,458.0,0.421968
125.082,54.0,6.5236,-0.5511,392.0,0.590236
116.87,68.0,5.49565,-0.901,321.0,0.00191788
31.3915,90.0,0.93955,-0.2661,235.0,0.000245848
59.8117,122.0,1.7643,-0.35485,512.0,0.160017
93.5268,63.0,4.3823,-0.4464,329.0,0.0394259
158.795,54.0,9.4527,-1.04405,359.0,0.0656081
17.4217,71.0,0.57166,-0.15415,251.0,0.0138961
65.1961,102.0,1.48495,-0.26055,496.0,0.711626
168.758,101.0,5.3191,-1.1765,369.0,0.00519475
58.8158,51.0,3.4368,-0.2852,311.0,0.0557962
123.492,69.0,5.13145,-0.7939,303.0,0.00632226
56.4239,116.0,1.4015,-0.3591,347.0,0.0115067
82.4283,63.0,3.3946,-0.736,220.0,0.00108183
98.1878,71.0,4.71385,-0.6784,289.0,0.00403494
143.241,105.0,5.51215,-1.3293,335.0,0.0129897
131.851,128.0,4.72035,-1.03515,399.0,0.0229219
139.4,70.0,5.35855,-0.59685,442.0,0.864751
65.1509,77.0,2.51275,-0.4005,336.0,0.108279
46.9422,89.0,1.18025,-0.4196,251.0,0.0185022
37.8383,95.0,1.0463,-0.32435,247.0,0.00194803
93.7786,79.0,3.2776,-0.3491,518.0,1.04598
66.651,60.0,2.9132,-0.5019,244.0,0.00856263
141.753,84.0,5.42915,-0.9679,348.0,0.0327166
20.0848,67.0,0.710425,-0.1929,228.0,0.00705277
134.912,140.0,3.69455,-0.6772,569.0,0.534308
151.142,81.0,7.26595,-1.136,352.0,0.000832282
38.5759,62.0,1.6093,-0.2155,267.0,0.0258755
42.1551,73.0,1.3177,-0.4648,226.0,0.000498827
83.5543,95.0,2.4888,-0.4076,373.0,0.031849
22.5763,82.0,0.609985,-0.19635,288.0,0.000336925
74.4822,73.0,2.5128,-0.34645,325.0,0.0531529
92.8578,83.0,2.9337,-0.47215,357.0,0.529944
24.6066,128.0,0.412875,-0.1302,398.0,0.00231254
10.8524,52.0,0.54697,-0.141965,192.0,0.000195165
16.84,80.0,0.50403,-0.10295,316.0,0.022464
96.2909,105.0,2.50025,-0.3019,644.0,0.801244
98.6346,89.0,3.45365,-0.37425,491.0,0.871205
35.111,59.0,1.43265,-0.2476,302.0,0.11768
64.534,54.0,3.15515,-0.3027,288.0,0.100736
85.7967,69.0,4.0322,-0.4394,360.0,0.154128
15.2618,72.0,0.492775,-0.17975,191.0,0.000600823
50.8676,102.0,1.2127,-0.1872,560.0,1.06498
125.202,169.0,3.42305,-0.91255,480.0,0.079695
84.8008,100.0,2.7751,-0.36775,448.0,0.202504
77.1826,65.0,3.14485,-0.4132,328.0,0.0429169
113.386,82.0,3.26095,-1.1722,249.0,4.83441e-06
106.159,110.0,3.45245,-0.47165,486.0,0.513658
22.8877,121.0,0.482145,-0.2,271.0,0.00130717
45.5422,55.0,2.09295,-0.59175,168.0,0.00277297
61.1326,49.0,3.98315,-0.39535,312.0,0.0148159
13.8229,71.0,0.4475,-0.1592,228.0,6.68644e-05
91.9148,87.0,2.753,-0.66245,285.0,0.00323044
169.915,113.0,5.9189,-1.08,442.0,0.0112786
52.9169,117.0,1.1449,-0.27205,425.0,0.196047
169.916,83.0,10.4144,-1.56135,365.0,0.0350691
51.0042,72.0,1.66655,-0.29845,367.0,0.254811
12.0378,87.0,0.32403,-0.05613,404.0,0.0689891
87.1248,88.0,3.0796,-0.3875,445.0,0.313058
24.6346,74.0,0.810935,-0.196,237.0,0.00198734
70.7955,90.0,2.16825,-0.5695,260.0,0.00123821
140.637,156.0,2.62955,-0.7618,511.0,1.03776
72.3285,82.0,2.50005,-0.46575,292.0,0.0129645
84.5651,71.0,3.77885,-0.5335,319.0,0.0303184
105.173,118.0,4.4562,-0.7169,385.0,0.0137714
18.6271,65.0,0.699735,-0.20695,196.0,0.000282853
138.371,100.0,7.1311,-0.62445,581.0,0.750271
81.9362,78.0,2.7069,-0.5411,273.0,0.0309052
168.402,126.0,4.62625,-0.5385,661.0,1.42335
73.0275,124.0,1.96055,-0.4103,405.0,0.018419
73.4909,116.0,1.38235,-0.36225,461.0,0.0366051
153.969,84.0,5.2502,-0.9527,382.0,0.0562911
36.7932,60.0,1.4602,-0.48725,177.0,0.000451746
103.326,61.0,5.8381,-0.773,536.0,0.0446606
47.9946,79.0,1.83595,-0.2764,308.0,0.00597647
82.9567,108.0,3.5984,-0.52735,508.0,0.111091
139.862,77.0,5.4187,-0.8737,309.0,0.10985
157.973,71.0,7.64265,-1.4141,235.0,0.0122634
99.9896,71.0,3.4216,-0.3338,545.0,1.80943
47.6299,90.0,1.2908,-0.3615,281.0,0.0190007
99.2561,83.0,3.47455,-0.3023,624.0,1.49778
146.19,106.0,5.66455,-1.29835,389.0,0.00995025
152.535,54.0,9.10285,-0.91175,273.0,0.0204793
176.724,111.0,6.546,-1.115,467.0,0.793452
66.4986,96.0,2.0301,-0.2661,537.0,0.11344
115.518,120.0,2.3239,-0.6751,375.0,0.000865857
61.3572,106.0,2.79855,-0.3468,518.0,0.436878
48.9589,114.0,1.06215,-0.29855,428.0,0.139474
150.828,87.0,4.7184,-1.0592,286.0,0.00844164
72.282,78.0,2.72305,-0.31655,407.0,0.304313
155.138,57.0,10.2864,-1.3379,380.0,0.0887366
26.2731,75.0,0.86963,-0.1919,256.0,0.00112405
125.71,128.0,3.25485,-0.7166,439.0,0.243738
98.1345,60.0,4.21585,-0.835,230.0,0.0189699
176.002,78.0,8.8163,-0.8945,533.0,0.258712
57.9543,89.0,1.5951,-0.3243,469.0,0.572507
133.817,106.0,4.1298,-0.861,362.0,0.0290907
103.172,69.0,5.3389,-0.40865,507.0,1.5179
40.1634,74.0,1.2893,-0.26885,278.0,0.000482553
20.8037,84.0,0.58095,-0.11935,289.0,0.0324146
27.7491,130.0,0.50321,-0.20725,313.0,0.00830216
75.4985,55.0,4.0671,-0.33985,378.0,0.0688098
96.1342,68.0,4.0021,-0.42705,420.0,0.274408
50.1313,122.0,0.9074,-0.2229,541.0,1.5276
146.905,100.0,4.87305,-0.78325,387.0,0.284591
40.5299,67.0,1.42025,-0.4381,211.0,0.00100641
97.3724,143.0,1.61855,-0.46335,530.0,0.17114
76.8985,110.0,1.8845,-0.39505,391.0,0.0488942
155.881,63.0,7.3982,-0.9931,325.0,0.0625578
70.3424,81.0,2.14785,-0.33115,344.0,0.0973233
73.2192,96.0,2.184,-0.4865,307.0,0.00231195
150.256,80.0,5.77005,-0.54605,499.0,1.04019
65.4412,70.0,2.76655,-0.25235,546.0,1.1011
26.5808,60.0,1.08763,-0.3504,165.0,0.00028116
152.126,58.0,8.9767,-1.48385,211.0,0.00610428
37.4097,57.0,1.55125,-0.5925,144.0,0.00157646
99.7732,84.0,3.68595,-0.3404,538.0,1.9765
20.6546,56.0,0.923655,-0.29695,175.0,1.59479e-06
11.4021,75.0,0.36634,-0.101695,238.0,0.000878809
60.4153,89.0,1.50375,-0.40235,434.0,0.464855
93.7912,99.0,2.47825,-0.59335,332.0,0.0622037
52.4582,59.0,2.6609,-0.27705,311.0,0.0505765
67.6699,52.0,4.01725,-0.39625,272.0,0.0107316
106.093,117.0,3.24665,-0.92065,325.0,0.000460852
97.0273,94.0,2.3416,-0.65265,316.0,0.196278
27.6313,75.0,0.8142,-0.2591,253.0,0.00364822
52.6341,77.0,1.7045,-0.3182,282.0,0.0383994
111.299,104.0,3.42495,-0.4858,467.0,0.548122
93.9632,117.0,2.4144,-0.501,402.0,0.0866411
46.0572,79.0,1.4037,-0.38645,250.0,0.0026282
64.0828,71.0,2.4013,-0.3232,355.0,0.171128
85.2584,56.0,5.19415,-0.5987,284.0,0.0234488
126.185,98.0,3.4276,-0.85295,296.0,0.0144606
86.0528,74.0,3.41895,-0.72365,247.0,2.8003e-05
114.814,72.0,4.3033,-0.86465,235.0,0.000151156
91.6182,154.0,1.942,-0.5117,488.0,0.178694
10.5497,73.0,0.33697,-0.08206,283.0,0.0295695
25.665,95.0,0.6354,-0.12765,423.0,0.115629
50.2418,90.0,1.56905,-0.24785,382.0,0.0640373
67.401,63.0,2.62235,-0.45525,259.0,0.0124877
101.618,141.0,1.9948,-0.50715,434.0,0.0516719
18.8846,49.0,0.98056,-0.33235,127.0,9.36067e-05
22.6192,88.0,0.635125,-0.16335,262.0,0.000539488
91.9756,129.0,1.9335,-0.50105,424.0,0.219343
23.8938,63.0,0.93477,-0.2536,198.0,0.000198324
156.934,152.0,3.13475,-1.2466,397.0,0.0148681
124.9,133.0,3.0977,-0.71155,416.0,0.18166
112.313,61.0,5.95205,-0.6054,338.0,0.0460215
52.1137,73.0,1.7375,-0.45725,233.0,0.0232433
83.4902,63.0,3.83135,-0.5877,242.0,0.00519465
152.026,136.0,5.0477,-0.82615,489.0,1.48971
113.909,77.0,5.10955,-0.4425,566.0,0.888866
123.361,102.0,6.4894,-0.80495,579.0,0.354698
102.133,77.0,3.3183,-0.46945,356.0,0.0971292
60.5932,78.0,1.8286,-0.40945,293.0,0.0833618
112.249,171.0,2.3375,-0.54905,494.0,0.724657
66.9031,81.0,3.09035,-0.4928,380.0,0.00497229
108.307,70.0,3.682,-1.4088,179.0,5.40857e-05
54.4652,104.0,1.243,-0.3723,311.0,0.0506264
50.698,72.0,1.6803,-0.37435,269.0,0.0791675
57.4803,62.0,2.3972,-0.5985,199.0,0.00232876
52.9463,48.0,2.95215,-0.90465,126.0,0.000327641
76.8237,50.0,3.93685,-0.74645,221.0,0.0865401
79.1432,93.0,2.41145,-0.3731,439.0,0.444255
64.0349,63.0,4.08515,-0.38985,424.0,0.121469
100.021,76.0,3.49715,-0.9685,259.0,0.000939363
13.3155,66.0,0.483245,-0.1353,216.0,0.00116294
101.204,85.0,4.65585,-0.46575,574.0,1.95943
30.9814,80.0,0.8806,-0.20745,349.0,0.166303
118.558,70.0,4.5008,-0.55425,342.0,0.370967
92.7054,104.0,2.58095,-0.7569,300.0,0.000649668
99.0267,92.0,2.5521,-0.8742,275.0,0.00478852
157.828,63.0,7.5264,-1.07895,300.0,0.0258856
60.285,66.0,2.4052,-0.4308,256.0,0.0245771
137.969,67.0,6.3322,-0.8574,355.0,0.0686468
94.3988,74.0,3.40685,-0.4557,344.0,0.107478
87.1702,65.0,3.692,-0.5091,291.0,0.0568593
79.6726,58.0,4.4562,-0.48105,361.0,0.0439888
24.6014,105.0,0.54628,-0.10255,475.0,0.185654
21.1947,102.0,0.453645,-0.1074,450.0,0.170856
85.7684,72.0,3.1675,-1.10485,178.0,7.45918e-05
100.559,107.0,2.03225,-0.6404,370.0,0.00210353
77.2261,67.0,3.0615,-0.374,315.0,0.0298682
21.8467,113.0,0.51455,-0.08245,616.0,0.147881
19.6272,75.0,0.594745,-0.13425,366.0,0.0706837
121.578,105.0,3.3181,-0.66845,398.0,0.691579
81.9044,45.0,7.17645,-0.62135,317.0,0.0443603
42.1261,91.0,1.0956,-0.28215,323.0,0.000587182
45.5737,75.0,1.5048,-0.30395,256.0,0.00835669
91.4632,71.0,3.72305,-0.73705,241.0,0.0109392
102.426,66.0,4.01125,-0.78025,232.0,0.00325862
17.3887,58.0,0.721055,-0.2131,183.0,0.000771628
89.7476,119.0,1.8689,-0.525,367.0,0.019681
24.6771,73.0,0.80103,-0.21495,270.0,0.0339376
92.2468,58.0,4.31545,-0.41655,323.0,0.0804941
93.3201,175.0,1.3352,-0.50275,474.0,0.755212
124.569,84.0,4.9778,-1.09715,263.0,0.000369917
118.477,119.0,3.558,-0.4779,531.0,1.48669
11.3513,56.0,0.506545,-0.16376,209.0,0.00167711
81.1473,84.0,2.61645,-0.6506,249.0,7.85351e-05
66.2191,62.0,2.6252,-0.55735,244.0,0.1998
54.8527,71.0,2.04045,-0.3007,281.0,0.0103353
34.3469,92.0,0.82805,-0.24415,408.0,0.230132
65.0129,52.0,3.52025,-0.38225,273.0,0.0279624
70.2942,73.0,2.73165,-0.469,271.0,0.0177009
92.4603,130.0,2.6584,-0.6525,382.0,0.00568499
42.8356,76.0,1.39865,-0.20275,518.0,0.106613
33.6185,99.0,0.843,-0.15335,439.0,0.191319
34.3358,77.0,0.9819,-0.22085,365.0,0.169386
161.724,57.0,10.1599,-1.83715,188.0,7.97974e-05
107.372,98.0,3.0286,-0.7434,325.0,0.000822132
124.681,83.0,5.41805,-0.7945,392.0,0.0320258
61.6588,60.0,2.6635,-0.3944,322.0,0.141989
37.9728,49.0,2.0733,-0.5441,147.0,0.000635471
16.3195,74.0,0.5546,-0.10639,251.0,0.00148251
142.855,130.0,3.6772,-0.58445,523.0,1.32149
81.5866,63.0,3.2086,-1.19755,161.0,1.74948e-05
135.604,57.0,6.59135,-1.23175,204.0,0.0128487
93.1245,104.0,2.9846,-0.47495,519.0,1.64615
90.1152,71.0,3.5857,-0.55635,274.0,0.00351337
44.5223,106.0,1.11255,-0.206,422.0,0.106419
65.4176,94.0,1.65355,-0.24045,534.0,1.1867
92.8331,70.0,3.73375,-0.764,228.0,0.00097525
55.2613,72.0,1.8302,-0.50915,212.0,0.00153333
74.6728,89.0,3.42345,-0.77805,280.0,0.00184869
35.8836,69.0,1.23455,-0.3444,262.0,0.0363385
163.61,77.0,6.8009,-0.69935,463.0,1.57887
22.3994,113.0,0.472285,-0.09035,552.0,0.433256
76.6602,49.0,4.03135,-1.00955,173.0,0.00575473
71.4617,62.0,3.14065,-0.41705,292.0,0.0914143
63.945,158.0,1.6414,-0.34525,448.0,0.196169
15.601,132.0,0.26418,-0.07435,506.0,0.0143868
122.747,96.0,5.6659,-1.19825,341.0,0.00626867
49.0561,66.0,1.72955,-0.6395,220.0,0.0119639
60.3623,172.0,0.8579,-0.3111,479.0,0.0732371
138.215,53.0,8.187,-0.57515,448.0,0.443737
84.5613,115.0,1.91475,-0.4345,404.0,0.0367725
64.1905,120.0,1.55465,-0.3695,384.0,0.0638837
72.9809,53.0,4.2198,-0.3166,454.0,0.151388
75.1755,63.0,3.3156,-0.40565,315.0,0.0190385
139.698,67.0,5.50685,-1.36495,205.0,0.00372483
134.895,77.0,4.92245,-0.6349,368.0,0.282195
101.039,49.0,6.25435,-0.49115,340.0,0.0478964
174.644,78.0,8.78165,-1.2382,342.0,0.162541
76.9473,101.0,2.28625,-0.44015,366.0,0.0796414
69.364,62.0,2.7899,-1.1044,149.0,0.000133898
38.6866,93.0,0.94565,-0.2915,325.0,0.0160392
56.579,158.0,1.0731,-0.215,593.0,1.16141
54.9439,81.0,1.616,-0.2513,404.0,0.204679
62.8074,129.0,1.25355,-0.37845,428.0,0.1029
92.0198,135.0,1.4674,-0.3134,626.0,0.606798
73.3268,75.0,2.59975,-0.29065,508.0,1.01303
46.9487,59.0,1.9211,-0.4984,210.0,0.0216355
52.9426,47.0,3.1649,-0.3949,221.0,0.011126
113.08,71.0,4.5887,-0.69815,291.0,0.147829
41.5993,81.0,1.0929,-0.33685,423.0,0.927803
38.8357,86.0,1.1756,-0.2734,270.0,0.000118227
70.9527,113.0,1.50955,-0.303,485.0,0.329057
91.8602,85.0,2.8304,-0.51445,321.0,0.0310113
141.137,92.0,4.27605,-1.1124,270.0,0.00196323
95.2483,70.0,3.49795,-0.71445,221.0,0.00101913
69.8145,53.0,4.06225,-0.52745,219.0,0.00041555
17.1142,100.0,0.38353,-0.10875,319.0,0.00227176
45.9625,52.0,2.2018,-0.5358,197.0,0.0165494
62.8793,73.0,2.7495,-0.2223,587.0,1.86195
21.3762,82.0,0.602565,-0.1627,265.0,0.0224916
85.9781,68.0,4.5399,-0.6926,316.0,3.2891e-05
